,INCIDENT_ID_KS,KS_COMPLEX_NAME,COMPLEX_FLAG,LTFS_DAY,LTFS_FIRE,REPORT_YEAR,INCIDENT_NUMBER,ST_INCNUM,REPORT_DATE,REPORT_DOY,HOUR,INCIDENT_NAME,START_YEAR,START_DATE,START_DOY,START_DATE_CORRECTED,START_DOY_CORRECTED,STATUS,AREA,AREA_MEASUREMENT,TYPE_INC,SUPPRESSION_METHOD,IC_NAME,IMT_TYPE,IMT_TYPE_DESCRIPTION,CAUSE,CAUSE_DESCR,COUNTY,LATITUDE,PLONGIT,LONGITUDE,LL_QC,UN_USTATE,UN_UNITID,NWCG_UNITID,GACC,UnitType,Department,Agency,OWNERSHIP_STATE,OWNERSHIP_UNITID,P_CONTAIN,PERCENT_MMA,EXP_CONTAIN,LINE_TO_BUILD,LINE_MEASUREMENT,EST_CONTROL,DEMOBE_START,CONTROLLED_DATE,INJURIES_TO_DATE,INJURIES,FATALITIES,EVACUATION_IN_PROGRESS,NO_EVACUATION,POTENTIAL,NO_LIKELY,C_WIND_SPEED,C_WIND_DIRECTION,C_TEMP,C_TEMPH,C_TEMPL,C_RH,C_RHL,C_RHH,F_WIND_SPEED,F_WIND_DIRECTION,F_TEMP,F_TEMPL,F_TEMPH,F_RH,F_RHL,F_RHH,PRIMARY_FUEL_MODEL,GROWTH_POTENTIAL,TERRAIN,GACC_PRIORITY,DISPATCH_PRIORITY,SUPPNUM,UNIT_TYPE,ST_INC,ST_UNIT,INC_ID,MAX_AREA_INC,FSCLASS,FSCLASS_INC,AREA_Log,npl,SUPPRESSION_BI,SUPP_DECREASE,SUPP_MIX,DURATION,IMT_RANK
865,2010_MT-LNF-005057_SIEGEL FIRE,NA,NA,1,NA,2010,MT-LNF-005057,MT,25-Jul-10,206,1324,SIEGEL FIRE,2010,19-Jul-10,200,19-Jul-10,200,U,NA,ACRES,WF,CC,Jon Airhart/Tim Laroche,3,Type 3 Team,H,Human,Sanders,47.310278,114.806389,-114.806389,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,NA,P,NA,NA,CHAINS,NA,28-Jul-10,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,W,262,71,66,9,5,6,8,Medium,Extreme,NA,NA,2,Federal,MT,MT,287,140,NA,D,4.33073334,2,NFS,1,0,57,D
866,2010_MT-LNF-005057_SIEGEL FIRE,NA,NA,1,NA,2010,MT-LNF-005057,MT,25-Jul-10,206,1350,SIEGEL FIRE,2010,19-Jul-10,200,19-Jul-10,200,U,124,ACRES,WF,CC,Jon Airhart/Tim Laroche,3,Type 3 Team,H,Human,Sanders,47.310278,114.806389,-114.806389,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,50,P,NA,NA,CHAINS,NA,28-Jul-10,NA,0,0,0,N,N,N,Y,13,W,128,76,76,21,9,9,115,SW,262,71,66,35,8,9,8,Medium,Extreme,3,NA,2,Federal,MT,MT,287,140,D,D,4.33073334,2,NFS,1,0,57,D
867,2010_MT-LNF-005057_SIEGEL FIRE,NA,NA,1,NA,2010,MT-LNF-005057,MT,29-Jul-10,210,1415,SIEGEL FIRE,2010,19-Jul-10,200,19-Jul-10,200,U,124,ACRES,WF,CC,Zach Gidley,3,Type 3 Team,H,Human,Sanders,47.310278,114.806389,-114.806389,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,50,P,NA,NA,CHAINS,NA,28-Jul-10,NA,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Low,Extreme,NA,NA,2,Federal,MT,MT,287,140,D,D,4.33073334,2,NFS,1,0,57,D
868,2010_MT-LNF-005057_SIEGEL FIRE,NA,NA,1,NA,2010,MT-LNF-005057,MT,5-Aug-10,217,930,SIEGEL FIRE,2010,19-Jul-10,200,19-Jul-10,200,U,124,ACRES,WF,CC,Jon Airhart,3,Type 3 Team,H,Human,Sanders,47.310278,114.806389,-114.806389,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,80,P,NA,NA,CHAINS,NA,28-Jul-10,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Low,Extreme,NA,NA,2,Federal,MT,MT,287,140,D,D,4.33073334,2,NFS,1,0,57,D
869,2010_MT-LNF-005057_SIEGEL FIRE,NA,NA,1,NA,2010,MT-LNF-005057,MT,12-Aug-10,224,1346,SIEGEL FIRE,2010,19-Jul-10,200,19-Jul-10,200,U,124,ACRES,WF,CC,Jon Airhart,3,Type 3 Team,H,Human,Sanders,47.310278,114.806389,-114.806389,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,90,P,NA,NA,CHAINS,NA,28-Jul-10,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Low,Extreme,NA,NA,2,Federal,MT,MT,287,140,D,D,4.33073334,2,NFS,1,0,57,D
870,2010_MT-LNF-005057_SIEGEL FIRE,NA,NA,1,NA,2010,MT-LNF-005057,MT,19-Aug-10,231,1230,SIEGEL FIRE,2010,19-Jul-10,200,19-Jul-10,200,U,124,ACRES,WF,CC,Jon Airhart,4,Type 3 IC,H,Human,Sanders,47.310278,114.806389,-114.806389,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,95,P,NA,NA,CHAINS,NA,28-Jul-10,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Low,Extreme,NA,NA,2,Federal,MT,MT,287,140,D,D,4.33073334,2,NFS,1,0,57,D
871,2010_MT-LNF-005057_SIEGEL FIRE,NA,NA,1,NA,2010,MT-LNF-005057,MT,26-Aug-10,238,1445,SIEGEL FIRE,2010,19-Jul-10,200,19-Jul-10,200,U,124,ACRES,WF,CC,Jon Airhart,4,Type 3 IC,H,Human,Sanders,47.310278,114.806389,-114.806389,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,95,P,NA,NA,CHAINS,NA,28-Jul-10,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Low,Extreme,NA,3,2,Federal,MT,MT,287,140,D,D,4.33073334,3,NFS,1,0,57,D
872,2010_MT-LNF-005057_SIEGEL FIRE,NA,NA,1,NA,2010,MT-LNF-005057,MT,26-Aug-10,238,1245,SIEGEL FIRE,2010,19-Jul-10,200,19-Jul-10,200,U,124,ACRES,WF,CC,Jon Airhart,4,Type 3 IC,H,Human,Sanders,47.310278,114.806389,-114.806389,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,95,P,NA,NA,CHAINS,NA,28-Jul-10,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Low,Extreme,NA,NA,2,Federal,MT,MT,287,140,D,D,4.33073334,3,NFS,1,0,57,D
873,2010_MT-LNF-005057_SIEGEL FIRE,NA,NA,1,NA,2010,MT-LNF-005057,MT,2-Sep-10,245,1400,SIEGEL FIRE,2010,19-Jul-10,200,19-Jul-10,200,U,124,ACRES,WF,CC,Jon Airhart,4,Type 3 IC,H,Human,Sanders,47.310278,114.806389,-114.806389,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,95,P,NA,NA,CHAINS,NA,28-Jul-10,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Low,Extreme,NA,NA,2,Federal,MT,MT,287,140,D,D,4.33073334,3,NFS,1,0,57,D
874,2010_MT-LNF-005057_SIEGEL FIRE,NA,NA,1,NA,2010,MT-LNF-005057,MT,9-Sep-10,252,1400,SIEGEL FIRE,2010,19-Jul-10,200,19-Jul-10,200,U,124,ACRES,WF,CC,Jon Airhart,4,Type 3 IC,H,Human,Sanders,47.310278,114.806389,-114.806389,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,95,P,NA,NA,CHAINS,NA,28-Jul-10,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Low,Extreme,NA,NA,2,Federal,MT,MT,287,140,D,D,4.33073334,4,NFS,1,0,57,D
875,2010_MT-LNF-005057_SIEGEL FIRE,NA,NA,1,NA,2010,MT-LNF-005057,MT,16-Sep-10,259,1100,SIEGEL FIRE,2010,19-Jul-10,200,19-Jul-10,200,F,124,ACRES,WF,CC,Jon Airhart,4,Type 3 IC,H,Human,Sanders,47.310278,114.806389,-114.806389,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,100,P,16-Sep-10,0,CHAINS,16-Sep-10,28-Jul-10,16-Sep-10,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Low,Extreme,NA,NA,2,Federal,MT,MT,287,140,D,D,4.33073334,3,NFS,1,0,57,D
876,2010_MT-LNF-0838_ALDER CREEK,NA,NA,1,NA,2010,MT-LNF-0838,MT,22-Aug-10,234,1520,ALDER CREEK,2010,22-Aug-10,234,22-Aug-10,234,I,250,ACRES,WF,PZ,Kearns,4,Type 3 IC,L,Lightning,Missoula,46.437889,113.850806,-113.850806,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,0,P,NA,NA,CHAINS,NA,29-Aug-10,NA,0,0,0,N,Y,N,Y,NA,NA,NA,NA,NA,NA,NA,NA,115,SW,186,56,51,50,10,11,10,Medium,Medium,3,NA,3,Federal,MT,MT,288,781,D,E,5.525452939,2,NFS,0,0,9,D
877,2010_MT-LNF-0838_ALDER CREEK,NA,NA,1,NA,2010,MT-LNF-0838,MT,23-Aug-10,235,1845,ALDER CREEK,2010,22-Aug-10,234,22-Aug-10,234,U,355,ACRES,WF,PZ,Nikoleyczik/Cotter (t),4,Type 3 IC,L,Lightning,Missoula,46.437778,113.850833,-113.850833,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,10,P,NA,NA,CHAINS,NA,29-Aug-10,NA,0,0,0,N,N,N,N,79,W,57,45,44,73,25,25,215,W,150,49,50,80,12,20,10,Medium,Medium,NA,1,3,Federal,MT,MT,288,781,E,E,5.525452939,2,NFS,0,0,9,D
878,2010_MT-LNF-0838_ALDER CREEK,NA,NA,1,NA,2010,MT-LNF-0838,MT,24-Aug-10,236,1901,ALDER CREEK,2010,22-Aug-10,234,22-Aug-10,234,U,375,ACRES,WF,PZ,Nikoleyczik/Cotter (t),4,Type 3 IC,L,Lightning,Missoula,46.437778,113.850833,-113.850833,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,10,P,NA,NA,CHAINS,NA,29-Aug-10,NA,0,1,0,N,N,N,N,253,SSW,81,57,57,65,22,22,269,SW,211,59,59,61,4,11,10,Medium,Medium,1,NA,3,Federal,MT,MT,288,781,E,E,5.525452939,2,NFS,0,0,9,D
879,2010_MT-LNF-0838_ALDER CREEK,NA,NA,1,NA,2010,MT-LNF-0838,MT,25-Aug-10,237,2030,ALDER CREEK,2010,22-Aug-10,234,22-Aug-10,234,U,425,ACRES,WF,PZ,Nikoleyczik/Cotter (t),4,Type 3 IC,L,Lightning,Missoula,46.437778,113.850833,-113.850833,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,5,P,NA,NA,CHAINS,NA,29-Aug-10,NA,0,0,0,N,N,N,N,62,SSW,103,64,64,17,8,8,62,SW,234,63,62,61,4,11,10,Medium,Medium,1,NA,3,Federal,MT,MT,288,781,E,E,5.525452939,2,NFS,0,0,9,D
880,2010_MT-LNF-0838_ALDER CREEK,NA,NA,1,NA,2010,MT-LNF-0838,MT,26-Aug-10,238,2000,ALDER CREEK,2010,22-Aug-10,234,22-Aug-10,234,U,726,ACRES,WF,PZ,Nikoleyczik/Cotter (t),4,Type 3 IC,L,Lightning,Missoula,46.437778,113.850833,-113.850833,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,5,P,NA,NA,CHAINS,NA,29-Aug-10,NA,0,1,0,N,N,N,N,197,SSW,133,78,78,10,7,7,110,W,94,40,40,145,21,30,10,Medium,High,4,1,3,Federal,MT,MT,288,781,E,E,5.525452939,3,NFS,0,0,9,D
881,2010_MT-LNF-0838_ALDER CREEK,NA,NA,1,NA,2010,MT-LNF-0838,MT,27-Aug-10,239,1915,ALDER CREEK,2010,22-Aug-10,234,22-Aug-10,234,U,750,ACRES,WF,PZ,Nikoleyczik/Cotter (t),4,Type 3 IC,L,Lightning,Missoula,46.437778,113.850833,-113.850833,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,10,P,NA,5,MILES,NA,29-Aug-10,NA,2,1,0,N,Y,N,N,127,15-Aug,73,54,54,67,22,29,360,NW,110,43,38,186,29,30,10,Medium,High,4,1,3,Federal,MT,MT,288,781,E,E,5.525452939,3,NFS,0,0,9,D
882,2010_MT-LNF-0838_ALDER CREEK,NA,NA,1,NA,2010,MT-LNF-0838,MT,28-Aug-10,240,1830,ALDER CREEK,2010,22-Aug-10,234,22-Aug-10,234,U,781,ACRES,WF,PZ,Nikoleyczik/Cotter (t),4,Type 3 IC,L,Lightning,Missoula,46.437778,113.850833,-113.850833,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,57,P,NA,2,MILES,NA,29-Aug-10,NA,2,0,0,N,Y,N,Y,248,NW,81,57,57,94,35,35,337,NW,139,48,43,220,38,38,10,Low,High,4,NA,3,Federal,MT,MT,288,781,E,E,5.525452939,3,NFS,0,0,9,D
883,2010_MT-LNF-0838_ALDER CREEK,NA,NA,1,NA,2010,MT-LNF-0838,MT,29-Aug-10,241,1230,ALDER CREEK,2010,22-Aug-10,234,22-Aug-10,234,U,781,ACRES,WF,PZ,Nikoleyczik,4,Type 3 IC,L,Lightning,Missoula,46.437778,113.850833,-113.850833,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,100,P,29-Aug-10,0,MILES,NA,29-Aug-10,NA,2,0,0,N,N,N,Y,13,W,46,38,37,133,67,67,360,W,48,30,25,275,62,63,10,Low,High,NA,NA,3,Federal,MT,MT,288,781,E,E,5.525452939,3,NFS,0,0,9,D
884,2010_MT-LNF-0838_ALDER CREEK,NA,NA,1,NA,2010,MT-LNF-0838,MT,31-Aug-10,243,1330,ALDER CREEK,2010,22-Aug-10,234,22-Aug-10,234,F,781,ACRES,WF,PZ,Nikoleyczik,4,Type 3 IC,L,Lightning,Missoula,46.437778,113.850833,-113.850833,NA,MT,LNF,MTLNF,NR,Federal,USDA,FS,MT,LNF,100,P,29-Aug-10,0,MILES,NA,29-Aug-10,NA,2,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Low,High,NA,NA,3,Federal,MT,MT,288,781,E,E,5.525452939,3,NFS,0,0,9,D
885,2010_WA-NES-000711_SLIDE CREEK FIRE,NA,NA,NA,NA,2010,WA-NES-000711,WA,27-Aug-10,239,1700,SLIDE CREEK FIRE,2010,26-Aug-10,238,26-Aug-10,238,I,950,ACRES,WF,FS,D. LaFave,2,Type 2 Team,U,Under Investigation,Stevens,48.431111,117.84,-117.840000,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,0,P,31-Aug-10,40,CHAINS,2-Sep-10,30-Aug-10,NA,0,0,0,N,N,Y,N,253,W,103,64,64,52,17,17,19,N,173,54,49,113,17,18,9,Medium,High,NA,NA,1,State,WA,WA,289,989,E,E,6.857514063,3,FS,0,0,5,C
886,2010_WA-NES-000711_SLIDE CREEK FIRE,NA,NA,NA,NA,2010,WA-NES-000711,WA,28-Aug-10,240,1700,SLIDE CREEK FIRE,2010,26-Aug-10,238,26-Aug-10,238,U,989,ACRES,WF,FS,D. LaFave,2,Type 2 Team,U,Under Investigation,Stevens,48.431111,117.84,-117.840000,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,30,P,31-Aug-10,20,CHAINS,2-Sep-10,30-Aug-10,NA,0,0,0,N,N,Y,N,13,W,100,63,63,76,26,26,19,N,173,54,49,113,17,18,9,Medium,High,NA,NA,1,State,WA,WA,289,989,E,E,6.857514063,3,FS,0,0,5,C
887,2010_WA-NES-000711_SLIDE CREEK FIRE,NA,NA,NA,NA,2010,WA-NES-000711,WA,29-Aug-10,241,1710,SLIDE CREEK FIRE,2010,26-Aug-10,238,26-Aug-10,238,U,989,ACRES,WF,FS,D. LaFave,2,Type 2 Team,U,Under Investigation,Stevens,48.431111,117.84,-117.840000,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,60,P,31-Aug-10,0,CHAINS,2-Sep-10,28-Aug-10,NA,2,1,0,N,N,Y,N,13,W,84,59,59,85,30,30,19,SSW,148,49,44,186,29,30,9,Medium,High,NA,NA,1,State,WA,WA,289,989,E,E,6.857514063,3,FS,0,0,5,C
888,2010_WA-NES-000711_SLIDE CREEK FIRE,NA,NA,NA,NA,2010,WA-NES-000711,WA,30-Aug-10,242,1701,SLIDE CREEK FIRE,2010,26-Aug-10,238,26-Aug-10,238,U,989,ACRES,WF,FS,D. LaFave,2,Type 2 Team,U,Under Investigation,Stevens,48.431111,117.84,-117.840000,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,90,P,31-Aug-10,0,CHAINS,2-Sep-10,28-Aug-10,NA,2,0,0,N,N,N,Y,62,SW,84,59,59,96,36,36,167,Variable,120,45,40,237,43,43,9,Medium,High,NA,NA,1,State,WA,WA,289,989,E,E,6.857514063,3,FS,0,0,5,C
889,2010_WA-NES-000711_SLIDE CREEK FIRE,NA,NA,NA,NA,2010,WA-NES-000711,WA,31-Aug-10,243,1650,SLIDE CREEK FIRE,2010,26-Aug-10,238,26-Aug-10,238,U,989,ACRES,WF,FS,D. LaFave,2,Type 2 Team,U,Under Investigation,Stevens,48.431111,117.84,-117.840000,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,100,P,31-Aug-10,0,CHAINS,2-Sep-10,28-Aug-10,NA,3,1,0,N,N,N,Y,253,S,69,52,52,115,51,51,357,W,166,53,48,212,35,36,9,Medium,High,NA,NA,1,State,WA,WA,289,989,E,E,6.857514063,3,FS,0,0,5,C
890,2010_WA-NES-000711_SLIDE CREEK FIRE,NA,NA,NA,NA,2010,WA-NES-000711,WA,1-Sep-10,244,1650,SLIDE CREEK FIRE,2010,26-Aug-10,238,26-Aug-10,238,F,989,ACRES,WF,FS,D. LaFave,2,Type 2 Team,U,Under Investigation,Stevens,48.431111,117.84,-117.840000,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,100,P,31-Aug-10,0,CHAINS,2-Sep-10,28-Aug-10,1-Sep-10,3,0,0,N,N,N,Y,253,180,69,52,52,115,51,51,357,270,166,53,48,212,35,36,9,Medium,High,NA,NA,1,State,WA,WA,289,989,E,E,6.857514063,3,FS,0,0,5,C
891,2010_WA-NES-707_FISH HATCHERY,NA,NA,NA,NA,2010,WA-NES-707,WA,27-Aug-10,239,1800,FISH HATCHERY,2010,26-Aug-10,238,26-Aug-10,238,I,650,ACRES,WF,FS,Cody Rohnbach,3,Type 3 Team,U,Under Investigation,Ferry,48.675556,118.649722,-118.649722,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,20,P,29-Aug-10,0,CHAINS,NA,NA,NA,2,2,0,N,N,Y,N,62,SW,90,61,61,78,27,27,26,sw,139,48,43,198,32,33,2,Medium,Medium,NA,NA,1,State,WA,WA,290,667,E,E,6.478509642,3,FS,0,0,6,D
892,2010_WA-NES-707_FISH HATCHERY,NA,NA,NA,NA,2010,WA-NES-707,WA,28-Aug-10,240,1700,FISH HATCHERY,2010,26-Aug-10,238,26-Aug-10,238,U,650,ACRES,WF,FS,Bob Johnson,2,Type 2 Team,U,Under Investigation,Ferry,48.675556,118.649722,-118.649722,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,50,P,29-Aug-10,0,CHAINS,29-Aug-10,NA,NA,2,0,0,N,N,Y,N,62,NNE,77,55,55,52,17,17,359,NW,120,45,40,212,35,36,2,Low,Medium,NA,NA,1,State,WA,WA,290,667,E,E,6.478509642,3,FS,0,0,6,C
893,2010_WA-NES-707_FISH HATCHERY,NA,NA,NA,NA,2010,WA-NES-707,WA,28-Aug-10,240,1800,FISH HATCHERY,2010,26-Aug-10,238,26-Aug-10,238,U,650,ACRES,WF,FS,Bob Johnson,2,Type 2 Team,U,Under Investigation,Ferry,48.675556,118.649722,-118.649722,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,50,P,29-Aug-10,0,CHAINS,NA,NA,NA,2,0,0,N,N,Y,N,62,NNE,77,55,55,52,17,17,359,NW,120,45,40,212,35,36,2,Low,Medium,NA,NA,1,State,WA,WA,290,667,E,E,6.478509642,3,FS,0,0,6,C
894,2010_WA-NES-707_FISH HATCHERY,NA,NA,NA,NA,2010,WA-NES-707,WA,29-Aug-10,241,1600,FISH HATCHERY,2010,26-Aug-10,238,26-Aug-10,238,U,667,ACRES,WF,FS,Bob Johnson,2,Type 2 Team,U,Under Investigation,Ferry,48.675556,118.649722,-118.649722,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,100,P,29-Aug-10,0,CHAINS,NA,30-Aug-10,NA,2,NA,0,N,N,Y,N,13,SW,79,56,56,84,29,29,361,S SW,126,46,41,208,34,35,3,Low,Medium,NA,NA,1,State,WA,WA,290,667,E,E,6.478509642,3,FS,0,0,6,C
895,2010_WA-NES-707_FISH HATCHERY,NA,NA,NA,NA,2010,WA-NES-707,WA,29-Aug-10,241,1700,FISH HATCHERY,2010,26-Aug-10,238,26-Aug-10,238,U,667,ACRES,WF,FS,Bob Johnson,2,Type 2 Team,U,Under Investigation,Ferry,48.675556,118.649722,-118.649722,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,100,P,29-Aug-10,0,CHAINS,NA,30-Aug-10,NA,2,NA,0,N,N,Y,N,13,SW,79,56,56,84,29,29,361,S SW,126,46,41,208,34,35,3,Low,Medium,NA,NA,1,State,WA,WA,290,667,E,E,6.478509642,3,FS,0,0,6,C
896,2010_WA-NES-707_FISH HATCHERY,NA,NA,NA,NA,2010,WA-NES-707,WA,30-Aug-10,242,1600,FISH HATCHERY,2010,26-Aug-10,238,26-Aug-10,238,U,667,ACRES,WF,FS,Bob Johnson,2,Type 2 Team,U,Under Investigation,Ferry,48.675556,118.649722,-118.649722,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,100,P,29-Aug-10,0,CHAINS,NA,30-Aug-10,NA,2,0,0,N,N,N,Y,50,NNE,70,53,53,92,34,34,295,SW,110,43,38,232,41,41,3,Low,Medium,NA,NA,1,State,WA,WA,290,667,E,E,6.478509642,3,FS,0,0,6,C
897,2010_WA-NES-707_FISH HATCHERY,NA,NA,NA,NA,2010,WA-NES-707,WA,1-Sep-10,244,1630,FISH HATCHERY,2010,26-Aug-10,238,26-Aug-10,238,U,667,ACRES,WF,FS,Buck Sylvester/Ben Curtis (T),3,Type 3 Team,U,Under Investigation,Ferry,48.675556,118.649722,-118.649722,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,100,P,29-Aug-10,0,CHAINS,3-Sep-10,3-Sep-10,NA,2,NA,0,N,N,N,Y,8,180,46,38,37,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,Low,Medium,NA,NA,1,State,WA,WA,290,667,E,E,6.478509642,3,FS,0,0,6,D
898,2010_WA-NES-707_FISH HATCHERY,NA,NA,NA,NA,2010,WA-NES-707,WA,2-Sep-10,245,900,FISH HATCHERY,2010,26-Aug-10,238,26-Aug-10,238,U,667,ACRES,WF,FS,Buck Sylvester/Ben Curtis (T),3,Type 3 Team,U,Under Investigation,Ferry,48.675556,118.649722,-118.649722,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,100,P,29-Aug-10,0,CHAINS,3-Sep-10,3-Sep-10,NA,2,NA,0,N,N,N,Y,118,180,61,48,48,131,65,65,NA,NA,NA,NA,NA,NA,NA,NA,3,Low,Medium,NA,NA,1,State,WA,WA,290,667,E,E,6.478509642,3,FS,0,0,6,D
899,2010_WA-NES-707_FISH HATCHERY,NA,NA,NA,NA,2010,WA-NES-707,WA,2-Sep-10,245,1430,FISH HATCHERY,2010,26-Aug-10,238,26-Aug-10,238,F,667,ACRES,WF,FS,Buck Sylvester/Ben Curtis (T),3,Type 3 Team,U,Under Investigation,Ferry,48.675556,118.649722,-118.649722,NA,WA,NES,WANES,NW,State,WA,DNR,WA,NES,100,P,29-Aug-10,0,CHAINS,3-Sep-10,3-Sep-10,NA,2,0,0,N,N,N,Y,118,180,112,67,67,73,25,25,NA,NA,NA,NA,NA,NA,NA,NA,3,Low,Medium,NA,NA,1,State,WA,WA,290,667,E,E,6.478509642,3,FS,0,0,6,D
900,2010_WA-SPA-000001_LINE FIRE,NA,NA,1,NA,2010,WA-SPA-000001,WA,13-Jul-10,194,803,LINE FIRE,2010,12-Jul-10,193,12-Jul-10,193,I,250,ACRES,WF,PZ,Roger Brandom,4,Type 3 IC,U,Under Investigation,Stevens,47.835000,117.936667,-117.936667,NA,WA,SPA,WASPA,NW,Federal,USDI,BIA,WA,SPA,60,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,Y,N,161,W,103,64,64,65,22,22,214,west,180,55,50,142,21,22,10,Medium,High,NA,NA,3,Federal,WA,WA,291,948,D,E,5.525452939,3,NFS,0,2,5,D
901,2010_WA-SPA-000001_LINE FIRE,NA,NA,NA,NA,2010,WA-SPA-000001,WA,14-Jul-10,195,1800,LINE FIRE,2010,12-Jul-10,193,12-Jul-10,193,U,776,ACRES,WF,FS,Dave Lentz,2,Type 2 Team,U,Under Investigation,Stevens,47.835000,117.936667,-117.936667,NA,WA,SPA,WASPA,NW,Federal,USDI,BIA,WA,SPA,60,P,NA,NA,CHAINS,NA,NA,NA,0,0,0,N,N,Y,N,13,SW,125,74,74,46,14,14,361,SW,262,71,66,76,12,13,10,Medium,High,NA,NA,1,Federal,WA,WA,291,948,E,E,5.525452939,4,FS,0,2,5,C
902,2010_WA-SPA-000001_LINE FIRE,NA,NA,NA,NA,2010,WA-SPA-000001,WA,15-Jul-10,196,1800,LINE FIRE,2010,12-Jul-10,193,12-Jul-10,193,U,948,ACRES,WF,FS,Dave Lentz,2,Type 2 Team,U,Under Investigation,Stevens,47.835000,117.936667,-117.936667,NA,WA,SPA,WASPA,NW,Federal,USDI,BIA,WA,SPA,70,P,18-Jul-10,NA,CHAINS,NA,NA,NA,0,0,0,N,N,Y,N,50,SW,138,82,82,46,14,14,37,SW,255,69,64,35,8,9,9,Medium,High,NA,NA,1,Federal,WA,WA,291,948,E,E,5.525452939,2,FS,0,2,5,C
903,2010_WA-SPA-000001_LINE FIRE,NA,NA,NA,NA,2010,WA-SPA-000001,WA,16-Jul-10,197,1800,LINE FIRE,2010,12-Jul-10,193,12-Jul-10,193,U,900,ACRES,WF,FS,Dave Lentz,2,Type 2 Team,U,Under Investigation,Stevens,47.835000,117.936667,-117.936667,NA,WA,SPA,WASPA,NW,Federal,USDI,BIA,WA,SPA,80,P,18-Jul-10,NA,CHAINS,NA,17-Jul-10,NA,0,0,0,N,N,Y,N,30,SW,135,80,80,27,10,10,333,SW,253,68,63,90,13,14,9,Low,High,NA,NA,1,Federal,WA,WA,291,948,E,E,5.525452939,2,FS,0,2,5,C
