,INCIDENT_ID_KS,KS_COMPLEX_NAME,COMPLEX_FLAG,LTFS_DAY,LTFS_FIRE,REPORT_YEAR,INCIDENT_NUMBER,ST_INCNUM,REPORT_DATE,REPORT_DOY,HOUR,INCIDENT_NAME,START_YEAR,START_DATE,START_DOY,START_DATE_CORRECTED,START_DOY_CORRECTED,STATUS,AREA,AREA_MEASUREMENT,TYPE_INC,SUPPRESSION_METHOD,IC_NAME,IMT_TYPE,IMT_TYPE_DESCRIPTION,CAUSE,CAUSE_DESCR,COUNTY,LATITUDE,PLONGIT,LONGITUDE,LL_QC,UN_USTATE,UN_UNITID,NWCG_UNITID,GACC,UnitType,Department,Agency,OWNERSHIP_STATE,OWNERSHIP_UNITID,P_CONTAIN,PERCENT_MMA,EXP_CONTAIN,LINE_TO_BUILD,LINE_MEASUREMENT,EST_CONTROL,DEMOBE_START,CONTROLLED_DATE,INJURIES_TO_DATE,INJURIES,FATALITIES,EVACUATION_IN_PROGRESS,NO_EVACUATION,POTENTIAL,NO_LIKELY,C_WIND_SPEED,C_WIND_DIRECTION,C_TEMP,C_TEMPH,C_TEMPL,C_RH,C_RHL,C_RHH,F_WIND_SPEED,F_WIND_DIRECTION,F_TEMP,F_TEMPL,F_TEMPH,F_RH,F_RHL,F_RHH,PRIMARY_FUEL_MODEL,GROWTH_POTENTIAL,TERRAIN,GACC_PRIORITY,DISPATCH_PRIORITY,SUPPNUM,UNIT_TYPE,ST_INC,ST_UNIT,INC_ID,MAX_AREA_INC,FSCLASS,FSCLASS_INC,AREA_Log,npl,SUPPRESSION_BI,SUPP_DECREASE,SUPP_MIX,DURATION,IMT_RANK
1,2008_ID-EIS-008020_MEADOW CREEK,NA,NA,NA,NA,2008,ID-EIS-008020,ID,26-Aug-08,239,1750,MEADOW CREEK,2008,26-Aug-08,239,26-Aug-08,239,I,750,ACRES,WF,FS,Dustin Wessel,5,Type 4 IC,U,Under Investigation,Bonneville,43.515556,111.678889,-111.678889,NA,ID,EIS,IDEIS,EB,State,ID,DL,ID,EIS,20,P,27-Aug-08,200,CHAINS,NA,NA,NA,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Medium,High,1,NA,1,State,ID,ID,11,987,E,E,6.621405652,3,FS,0,0,2,E
2,2008_ID-EIS-008020_MEADOW CREEK,NA,NA,NA,NA,2008,ID-EIS-008020,ID,27-Aug-08,240,1810,MEADOW CREEK,2008,26-Aug-08,239,26-Aug-08,239,U,987,ACRES,WF,FS,Richard Zimmerman,4,Type 3 IC,U,Under Investigation,Bonneville,43.515556,111.678889,-111.678889,NA,ID,EIS,IDEIS,EB,State,ID,DL,ID,EIS,100,P,27-Aug-08,0,CHAINS,28-Aug-08,NA,NA,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Medium,High,5,NA,1,State,ID,ID,11,987,E,E,6.621405652,3,FS,0,0,2,D
3,2008_ID-EIS-008020_MEADOW CREEK,NA,NA,NA,NA,2008,ID-EIS-008020,ID,28-Aug-08,241,1730,MEADOW CREEK,2008,26-Aug-08,239,26-Aug-08,239,F,987,ACRES,WF,FS,Richard Zimmerman,4,Type 3 IC,U,Under Investigation,Bonneville,43.515556,111.678889,-111.678889,NA,ID,EIS,IDEIS,EB,State,ID,DL,ID,EIS,100,P,27-Aug-08,0,CHAINS,28-Aug-08,NA,28-Aug-08,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Medium,High,NA,NA,1,State,ID,ID,11,987,E,E,6.621405652,3,FS,0,0,2,D
4,2008_ID-LEX-8336_4TH OF JULY,NA,NA,NA,NA,2008,ID-LEX-8336,ID,22-Aug-08,235,1700,4TH OF JULY,2008,21-Aug-08,234,21-Aug-08,234,I,330,ACRES,WF,FS,Eric Ellis,3,Type 3 Team,H,Human,Lemhi,45.371111,113.935556,-113.935556,NA,ID,LEX,IDLEX,EB,County & Local,ID,C&L,ID,LEX,NA,P,22-Aug-08,NA,CHAINS,23-Aug-08,NA,NA,NA,NA,NA,N,N,N,N,182,VARIABLE,84,59,59,57,18,18,266,Varible,186,56,51,120,18,19,1,Medium,Medium,1,NA,1,County & Local,ID,ID,16,330,E,E,5.802118375,3,FS,0,0,1,D
5,2008_ID-LEX-8336_4TH OF JULY,NA,NA,NA,NA,2008,ID-LEX-8336,ID,23-Aug-08,236,1600,4TH OF JULY,2008,21-Aug-08,234,21-Aug-08,234,F,330,ACRES,WF,FS,Dave Brizendine,5,Type 4 IC,H,Human,Lemhi,45.371111,113.935556,-113.935556,NA,ID,LEX,IDLEX,EB,County & Local,ID,C&L,ID,LEX,100,P,22-Aug-08,0,CHAINS,23-Aug-08,NA,NA,NA,NA,NA,N,N,N,N,278,ENE,81,57,57,17,8,8,55,SW,246,66,61,13,6,7,1,Low,Medium,NA,NA,1,County & Local,ID,ID,16,330,E,E,5.802118375,3,FS,0,0,1,E
6,2008_ID-MCS-00042014_CHURCH CANYON,NA,NA,NA,NA,2008,ID-MCS-00042014,ID,8-Aug-08,221,1530,CHURCH CANYON,2008,7-Aug-08,220,7-Aug-08,220,I,110,ACRES,WF,FS,Ken Decker,5,Type 4 IC,L,Lightning,Idaho,46.266667,115.933611,-115.933611,NA,ID,MCS,IDMCS,NR,State,ID,DL,ID,MCS,70,P,9-Aug-08,2500,FEET,9-Aug-08,9-Aug-08,NA,0,0,0,N,N,Y,N,189,VARIABLE,138,82,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Medium,High,1,NA,1,State,ID,ID,17,800,D,E,4.709530201,4,FS,0,0,7,E
7,2008_ID-MCS-00042014_CHURCH CANYON,NA,NA,NA,NA,2008,ID-MCS-00042014,ID,9-Aug-08,222,2030,CHURCH CANYON,2008,7-Aug-08,220,7-Aug-08,220,U,720,ACRES,WF,FS,Ken Decker,5,Type 4 IC,L,Lightning,Idaho,46.266667,115.933611,-115.933611,NA,ID,MCS,IDMCS,NR,State,ID,DL,ID,MCS,10,P,9-Aug-08,240,FEET,NA,NA,NA,0,0,0,N,N,N,N,189,NW,135,80,80,57,18,18,19,nw,66,35,30,289,71,73,3,Medium,High,1,NA,1,State,ID,ID,17,800,E,E,4.709530201,4,FS,0,0,7,E
8,2008_ID-MCS-00042014_CHURCH CANYON,NA,NA,NA,NA,2008,ID-MCS-00042014,ID,10-Aug-08,223,1800,CHURCH CANYON,2008,7-Aug-08,220,7-Aug-08,220,U,720,ACRES,WF,FS,Ken Thompson,5,Type 4 IC,L,Lightning,Idaho,46.266667,115.933611,-115.933611,NA,ID,MCS,IDMCS,NR,State,ID,DL,ID,MCS,40,P,12-Aug-08,1,MILES,NA,NA,NA,0,0,0,N,Y,N,N,36,NW,118,71,71,71,24,24,309,var,214,59,64,127,18,31,3,Medium,High,1,NA,1,State,ID,ID,17,800,E,E,4.709530201,4,FS,0,0,7,E
9,2008_ID-MCS-00042014_CHURCH CANYON,NA,NA,NA,NA,2008,ID-MCS-00042014,ID,11-Aug-08,224,1800,CHURCH CANYON,2008,7-Aug-08,220,7-Aug-08,220,U,800,ACRES,WF,FS,Mark Grant,2,Type 2 Team,L,Lightning,Idaho,46.266667,115.933611,-115.933611,NA,ID,MCS,IDMCS,NR,State,ID,DL,ID,MCS,60,P,13-Aug-08,0,MILES,NA,NA,NA,0,0,0,N,Y,N,N,268,SE,113,68,68,71,24,24,26,west,240,64,70,42,8,22,3,Medium,High,3,NA,1,State,ID,ID,17,800,E,E,4.709530201,4,FS,0,0,7,C
10,2008_ID-MCS-00042014_CHURCH CANYON,NA,NA,NA,NA,2008,ID-MCS-00042014,ID,12-Aug-08,225,1800,CHURCH CANYON,2008,7-Aug-08,220,7-Aug-08,220,U,800,ACRES,WF,FS,Mark Grant,2,Type 2 Team,L,Lightning,Idaho,46.266667,115.933611,-115.933611,NA,ID,MCS,IDMCS,NR,State,ID,DL,ID,MCS,80,P,13-Aug-08,40,CHAINS,NA,NA,NA,1,1,0,N,Y,N,N,239,W,128,76,76,33,11,11,286,nw,239,64,64,80,12,20,11,Low,High,3,NA,1,State,ID,ID,17,800,E,E,4.709530201,4,FS,0,0,7,C
11,2008_ID-MCS-00042014_CHURCH CANYON,NA,NA,NA,NA,2008,ID-MCS-00042014,ID,13-Aug-08,226,1800,CHURCH CANYON,2008,7-Aug-08,220,7-Aug-08,220,U,800,ACRES,WF,FS,Mark Grant,2,Type 2 Team,L,Lightning,Idaho,46.266667,115.933611,-115.933611,NA,ID,MCS,IDMCS,NR,State,ID,DL,ID,MCS,90,P,13-Aug-08,0,MILES,NA,16-Aug-08,NA,1,0,0,N,Y,N,N,253,NE,140,84,84,46,14,14,339,ne,269,73,73,54,10,18,11,Low,High,3,NA,1,State,ID,ID,17,800,E,E,4.709530201,4,FS,0,0,7,C
12,2008_ID-MCS-00042014_CHURCH CANYON,NA,NA,NA,NA,2008,ID-MCS-00042014,ID,14-Aug-08,227,1800,CHURCH CANYON,2008,7-Aug-08,220,7-Aug-08,220,U,800,ACRES,WF,FS,Mark Grant,2,Type 2 Team,L,Lightning,Idaho,46.200000,115.950278,-115.950278,NA,ID,MCS,IDMCS,NR,State,ID,DL,ID,MCS,100,P,13-Aug-08,0,MILES,NA,16-Aug-08,NA,0,0,0,N,N,N,Y,88,ne-s,146,89,89,46,14,14,115,var,278,77,2,58,10,23,11,Low,High,NA,NA,1,State,ID,ID,17,800,E,E,4.709530201,4,FS,0,0,7,C
13,2008_ID-MCS-00042014_CHURCH CANYON,NA,NA,NA,NA,2008,ID-MCS-00042014,ID,15-Aug-08,228,1800,CHURCH CANYON,2008,7-Aug-08,220,7-Aug-08,220,F,800,ACRES,WF,FS,Mark Grant,2,Type 2 Team,L,Lightning,Idaho,46.200000,115.950278,-115.950278,NA,ID,MCS,IDMCS,NR,State,ID,DL,ID,MCS,100,P,14-Aug-08,NA,MILES,NA,16-Aug-08,NA,0,NA,0,N,N,N,N,62,SE,146,89,89,27,10,10,19,south,278,77,2,19,6,20,11,Low,High,NA,NA,1,State,ID,ID,17,800,E,E,4.709530201,4,FS,0,0,7,C
14,2008_ID-NPF-000035_RATTLESNAKE,NA,NA,1,NA,2008,ID-NPF-000035,ID,5-Aug-08,218,1930,RATTLESNAKE,2008,5-Aug-08,218,5-Aug-08,218,I,1000,ACRES,WF,PZ,stu hoyt,4,Type 3 IC,U,Under Investigation,idaho,46.068333,114.866944,-114.866944,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,15-Oct-08,0,CHAINS,15-Oct-08,NA,NA,0,0,0,N,N,Y,N,13,UPCANYON,5,5,5,146,80,80,14,V,278,77,2,129,5,19,10,High,Extreme,2,NA,3,Federal,ID,ID,22,2600,F,F,6.908754779,4,NFS,0,0,73,D
15,2008_ID-NPF-000035_RATTLESNAKE,NA,NA,1,NA,2008,ID-NPF-000035,ID,7-Aug-08,220,730,RATTLESNAKE,2008,5-Aug-08,218,5-Aug-08,218,U,1000,ACRES,WF,PZ,Chris Hertel/Mike Blinn (t),4,Type 3 IC,U,Under Investigation,idaho,46.068333,114.866944,-114.866944,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,15-Oct-08,NA,CHAINS,15-Oct-08,NA,NA,0,0,0,N,N,Y,N,217,UPCANYON,4,4,4,5,5,5,26,Up Canyon,265,71,72,97,13,26,10,High,Extreme,4,NA,3,Federal,ID,ID,22,2600,F,F,6.908754779,4,NFS,0,0,73,D
16,2008_ID-NPF-000035_RATTLESNAKE,NA,NA,1,NA,2008,ID-NPF-000035,ID,7-Aug-08,220,1845,RATTLESNAKE,2008,5-Aug-08,218,5-Aug-08,218,U,1000,ACRES,WF,PZ,Chris Hertel/Mike Blinn (t),4,Type 3 IC,U,Under Investigation,idaho,46.068333,114.866944,-114.866944,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,15-Oct-08,0,CHAINS,15-Oct-08,NA,NA,0,0,0,N,N,Y,N,13,UPCANYON,5,5,5,17,8,8,26,Up Canyon,277,77,72,90,13,14,10,High,Extreme,NA,NA,3,Federal,ID,ID,22,2600,F,F,6.908754779,4,NFS,0,0,73,D
17,2008_ID-NPF-000035_RATTLESNAKE,NA,NA,1,NA,2008,ID-NPF-000035,ID,12-Aug-08,225,1715,RATTLESNAKE,2008,5-Aug-08,218,5-Aug-08,218,U,1600,ACRES,WF,PZ,Rob Miramontez,5,Type 4 IC,U,Under Investigation,idaho,46.068333,114.866944,-114.866944,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,15-Oct-08,NA,CHAINS,15-Oct-08,NA,NA,0,0,0,N,N,Y,N,50,SSW,140,84,84,17,8,8,116,W,246,66,61,35,8,9,10,High,Extreme,NA,NA,3,Federal,ID,ID,22,2600,F,F,6.908754779,4,NFS,0,0,73,E
18,2008_ID-NPF-000035_RATTLESNAKE,NA,NA,1,NA,2008,ID-NPF-000035,ID,17-Aug-08,230,1730,RATTLESNAKE,2008,5-Aug-08,218,5-Aug-08,218,U,2600,ACRES,WF,PZ,Rob Miramontez,5,Type 4 IC,U,Under Investigation,Idaho,46.068333,114.866944,-114.866944,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,NA,P,15-Oct-08,NA,CHAINS,15-Oct-08,NA,NA,0,0,0,N,N,Y,N,278,SSW,6,6,6,3,3,3,116,W,262,71,66,102,14,15,10,High,Extreme,NA,NA,3,Federal,ID,ID,22,2600,F,F,6.908754779,4,NFS,0,0,73,E
19,2008_ID-NPF-000035_RATTLESNAKE,NA,NA,1,NA,2008,ID-NPF-000035,ID,17-Oct-08,291,1130,RATTLESNAKE,2008,5-Aug-08,218,5-Aug-08,218,F,2520,ACRES,WF,PZ,Rob Miramontez,5,Type 4 IC,H,Human,Idaho,46.068333,114.866944,-114.866944,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,100,P,15-Oct-08,NA,CHAINS,15-Oct-08,NA,17-Oct-08,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,3,Federal,ID,ID,22,2600,F,F,6.908754779,1,NFS,0,0,73,E
20,2008_ID-NPF-0076_PORCUPINE,NA,NA,1,NA,2008,ID-NPF-0076,ID,18-Aug-08,231,1445,PORCUPINE,2008,18-Aug-08,231,18-Aug-08,231,I,300,ACRES,WF,CC,Rogers,3,Type 3 Team,L,Lightning,IDAHO,45.720556,115.098056,-115.098056,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,1-Oct-08,NA,CHAINS,1-Oct-08,NA,NA,0,0,0,N,N,N,N,30,SW,137,86,81,13,7,13,115,West,224,61,66,126,18,30,8,High,High,2,NA,2,Federal,ID,ID,36,2350,E,F,5.707110265,4,NFS,0,0,63,D
21,2008_ID-NPF-0076_PORCUPINE,NA,NA,1,NA,2008,ID-NPF-0076,ID,19-Aug-08,232,1700,PORCUPINE,2008,18-Aug-08,231,18-Aug-08,231,U,2147,ACRES,WF,CC,Rogers,3,Type 3 Team,L,Lightning,IDAHO,45.720556,115.098056,-115.098056,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,1-Oct-08,NA,CHAINS,1-Oct-08,NA,NA,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,High,High,2,NA,2,Federal,ID,ID,36,2350,F,F,5.707110265,4,NFS,0,0,63,D
22,2008_ID-NPF-0076_PORCUPINE,NA,NA,1,NA,2008,ID-NPF-0076,ID,20-Aug-08,233,1700,PORCUPINE,2008,18-Aug-08,231,18-Aug-08,231,U,2147,ACRES,WF,CC,Rogers,3,Type 3 Team,L,Lightning,IDAHO,45.720556,115.098056,-115.098056,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,1-Oct-08,NA,CHAINS,1-Oct-08,NA,NA,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,2,NA,2,Federal,ID,ID,36,2350,F,F,5.707110265,4,NFS,0,0,63,D
23,2008_ID-NPF-0076_PORCUPINE,NA,NA,1,NA,2008,ID-NPF-0076,ID,21-Aug-08,234,1700,PORCUPINE,2008,18-Aug-08,231,18-Aug-08,231,U,2147,ACRES,WF,CC,Rogers,3,Type 3 Team,L,Lightning,IDAHO,45.720556,115.098056,-115.098056,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,10,P,1-Oct-08,NA,CHAINS,1-Oct-08,21-Aug-08,NA,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,Medium,Medium,NA,NA,2,Federal,ID,ID,36,2350,F,F,5.707110265,3,NFS,0,0,63,D
24,2008_ID-NPF-0076_PORCUPINE,NA,NA,1,NA,2008,ID-NPF-0076,ID,17-Sep-08,261,710,PORCUPINE,2008,18-Aug-08,231,18-Aug-08,231,U,2350,ACRES,WF,CC,Rogers,3,Type 3 Team,L,Lightning,IDAHO,45.720556,115.098056,-115.098056,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,25,P,1-Oct-08,NA,CHAINS,1-Oct-08,1-Oct-08,NA,0,NA,0,N,N,N,N,13,SW,138,82,82,159,90,90,26,SW,247,66,66,47,3,9,8,Medium,Medium,NA,NA,2,Federal,ID,ID,36,2350,F,F,5.707110265,2,NFS,0,0,63,D
25,2008_ID-NPF-0076_PORCUPINE,NA,NA,1,NA,2008,ID-NPF-0076,ID,20-Oct-08,294,1100,PORCUPINE,2008,18-Aug-08,231,18-Aug-08,231,F,2250,ACRES,WF,CC,Anderson,5,Type 4 IC,L,Lightning,IDAHO,45.720556,115.098056,-115.098056,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,100,P,1-Oct-08,NA,CHAINS,20-Oct-08,20-Oct-08,20-Oct-08,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,2,Federal,ID,ID,36,2350,F,F,5.707110265,1,NFS,0,0,63,E
26,2008_ID-PAF-008025_RUSH CREEK,NA,NA,1,NA,2008,ID-PAF-008025,ID,21-Jul-08,203,1627,RUSH CREEK,2008,15-Jul-08,197,15-Jul-08,197,I,200,ACRES,WF,PZ,Sam Hescock,B,FUM2,N,N/A,Valley,44.986111,114.988056,-114.988056,NA,ID,PAF,IDPAF,EB,Federal,USDA,FS,ID,PAF,0,P,15-Oct-08,0,CHAINS,15-Oct-08,15-Oct-08,NA,0,0,0,N,N,N,Y,4,< 8,123,73,73,71,24,24,4,NE,232,63,58,153,23,24,8,High,High,NA,1,3,Federal,ID,ID,37,1435,D,F,5.303304908,5,NFS,0,0,24,D
27,2008_ID-PAF-008025_RUSH CREEK,NA,NA,1,NA,2008,ID-PAF-008025,ID,30-Jul-08,212,1845,RUSH CREEK,2008,15-Jul-08,197,15-Jul-08,197,U,225,ACRES,WF,PZ,Sam Hescock,B,FUM2,N,N/A,Valley,44.986111,114.988056,-114.988056,NA,ID,PAF,IDPAF,EB,Federal,USDA,FS,ID,PAF,NA,P,15-Oct-08,NA,CHAINS,15-Oct-08,15-Oct-08,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,High,High,NA,2,3,Federal,ID,ID,37,1435,D,F,5.303304908,4,NFS,0,0,24,D
28,2008_ID-PAF-008025_RUSH CREEK,NA,NA,1,NA,2008,ID-PAF-008025,ID,31-Jul-08,213,1750,RUSH CREEK,2008,15-Jul-08,197,15-Jul-08,197,U,350,ACRES,WF,PZ,Rod Dines (T),4,Type 3 IC,N,N/A,Valley,44.986111,114.988056,-114.988056,NA,ID,PAF,IDPAF,EB,Federal,USDA,FS,ID,PAF,0,P,15-Oct-08,NA,CHAINS,15-Oct-08,15-Oct-08,NA,0,NA,0,N,N,N,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,High,High,NA,2,3,Federal,ID,ID,37,1435,E,F,5.303304908,4,NFS,0,0,24,D
29,2008_ID-PAF-008025_RUSH CREEK,NA,NA,1,NA,2008,ID-PAF-008025,ID,2-Aug-08,215,1645,RUSH CREEK,2008,15-Jul-08,197,15-Jul-08,197,U,1415,ACRES,WF,PZ,Rod Dines (T),4,Type 3 IC,N,N/A,Valley,44.986111,114.988056,-114.988056,NA,ID,PAF,IDPAF,EB,Federal,USDA,FS,ID,PAF,NA,P,15-Oct-08,NA,CHAINS,15-Oct-08,15-Oct-08,NA,0,0,0,N,N,N,Y,144,WNW,NA,NA,NA,65,22,22,26,updrainage,232,63,58,105,14,22,8,High,High,NA,2,3,Federal,ID,ID,37,1435,F,F,5.303304908,4,NFS,0,0,24,D
30,2008_ID-PAF-008025_RUSH CREEK,NA,NA,1,NA,2008,ID-PAF-008025,ID,6-Aug-08,219,1645,RUSH CREEK,2008,15-Jul-08,197,15-Jul-08,197,U,1435,ACRES,WF,PZ,Rod Dines (T),4,Type 3 IC,N,N/A,Valley,44.986111,114.988056,-114.988056,NA,ID,PAF,IDPAF,EB,Federal,USDA,FS,ID,PAF,NA,P,15-Oct-08,NA,CHAINS,15-Oct-08,15-Oct-08,NA,0,NA,0,N,N,N,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,High,High,NA,2,3,Federal,ID,ID,37,1435,F,F,5.303304908,4,NFS,0,0,24,D
31,2008_ID-PAF-008025_RUSH CREEK,NA,NA,1,NA,2008,ID-PAF-008025,ID,10-Aug-08,223,1000,RUSH CREEK,2008,15-Jul-08,197,15-Jul-08,197,U,1435,ACRES,WF,PZ,Rod Dines,5,Type 4 IC,N,N/A,Valley,44.986111,114.988056,-114.988056,NA,ID,PAF,IDPAF,EB,Federal,USDA,FS,ID,PAF,NA,P,15-Oct-08,NA,CHAINS,15-Oct-08,15-Oct-08,NA,0,0,0,N,N,N,Y,253,NW,58,46,45,103,43,43,NA,NA,NA,NA,NA,NA,NA,NA,8,Low,High,NA,2,3,Federal,ID,ID,37,1435,F,F,5.303304908,4,NFS,0,0,24,E
32,2008_ID-PAF-008025_RUSH CREEK,NA,NA,1,NA,2008,ID-PAF-008025,ID,14-Aug-08,227,1200,RUSH CREEK,2008,15-Jul-08,197,15-Jul-08,197,F,1435,ACRES,WF,PZ,Rod Dines,5,Type 4 IC,N,N/A,Valley,44.986111,114.988056,-114.988056,NA,ID,PAF,IDPAF,EB,Federal,USDA,FS,ID,PAF,NA,P,15-Oct-08,NA,CHAINS,15-Oct-08,15-Oct-08,NA,0,0,0,N,N,N,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Low,High,NA,NA,3,Federal,ID,ID,37,1435,F,F,5.303304908,4,NFS,0,0,24,E
33,2008_ID-PAF-008034_CABIN CREEK,NA,NA,1,NA,2008,ID-PAF-008034,ID,30-Jul-08,212,1700,CABIN CREEK,2008,30-Jul-08,212,30-Jul-08,212,I,686,ACRES,WF,PZ,HESCOCK,5,Type 4 IC,H,Human,VALLEY,45.143611,114.928056,-114.928056,NA,ID,PAF,IDPAF,EB,Federal,USDA,FS,ID,PAF,0,P,NA,NA,CHAINS,NA,NA,NA,0,0,0,N,N,Y,N,127,180,106,65,65,17,8,8,NA,NA,NA,NA,NA,NA,NA,NA,2,High,High,NA,1,3,Federal,ID,ID,38,5500,E,G,6.532334292,4,NFS,0,0,15,E
34,2008_ID-PAF-008034_CABIN CREEK,NA,NA,1,NA,2008,ID-PAF-008034,ID,31-Jul-08,213,1745,CABIN CREEK,2008,30-Jul-08,212,30-Jul-08,212,U,900,ACRES,WF,PZ,Dines (T),4,Type 3 IC,H,Human,VALLEY,45.143611,114.928056,-114.928056,NA,ID,PAF,IDPAF,EB,Federal,USDA,FS,ID,PAF,NA,P,30-Sep-08,NA,CHAINS,NA,NA,NA,0,0,0,N,N,Y,N,150,SW,126,75,75,27,10,10,NA,NA,NA,NA,NA,NA,NA,NA,2,High,High,NA,1,3,Federal,ID,ID,38,5500,E,G,6.532334292,4,NFS,0,0,15,D
35,2008_ID-PAF-008034_CABIN CREEK,NA,NA,1,NA,2008,ID-PAF-008034,ID,2-Aug-08,215,1630,CABIN CREEK,2008,30-Jul-08,212,30-Jul-08,212,U,3315,ACRES,WF,PZ,Dines (T),4,Type 3 IC,H,Human,VALLEY,45.143611,114.928056,-114.928056,NA,ID,PAF,IDPAF,EB,Federal,USDA,FS,ID,PAF,NA,P,30-Sep-08,NA,CHAINS,NA,NA,NA,0,0,0,N,N,Y,N,156,W,100,63,63,69,23,23,26,updrainage,232,63,58,105,14,22,2,Medium,High,NA,NA,3,Federal,ID,ID,38,5500,F,G,6.532334292,4,NFS,0,0,15,D
36,2008_ID-PAF-008034_CABIN CREEK,NA,NA,1,NA,2008,ID-PAF-008034,ID,3-Aug-08,216,1630,CABIN CREEK,2008,30-Jul-08,212,30-Jul-08,212,U,4000,ACRES,WF,PZ,Dines (T),4,Type 3 IC,H,Human,VALLEY,45.143611,114.928056,-114.928056,NA,ID,PAF,IDPAF,EB,Federal,USDA,FS,ID,PAF,NA,P,30-Sep-08,NA,CHAINS,NA,NA,NA,0,0,0,N,Y,Y,N,181,W,106,65,65,101,41,41,21,updrainage,219,61,56,102,14,15,2,Medium,High,4,NA,3,Federal,ID,ID,38,5500,F,G,6.532334292,4,NFS,0,0,15,D
37,2008_ID-PAF-008034_CABIN CREEK,NA,NA,1,NA,2008,ID-PAF-008034,ID,4-Aug-08,217,1710,CABIN CREEK,2008,30-Jul-08,212,30-Jul-08,212,U,4200,ACRES,WF,PZ,Dines (T),4,Type 3 IC,H,Human,VALLEY,45.143611,114.928056,-114.928056,NA,ID,PAF,IDPAF,EB,Federal,USDA,FS,ID,PAF,0,P,30-Sep-08,NA,CHAINS,NA,NA,NA,0,0,0,N,Y,Y,N,217,SW,125,74,74,71,24,24,162,upslope,262,71,66,6,4,5,2,Medium,High,NA,1,3,Federal,ID,ID,38,5500,F,G,6.532334292,4,NFS,0,0,15,D
38,2008_ID-PAF-008034_CABIN CREEK,NA,NA,1,NA,2008,ID-PAF-008034,ID,6-Aug-08,219,1630,CABIN CREEK,2008,30-Jul-08,212,30-Jul-08,212,U,5494,ACRES,WF,PZ,Dines (T),4,Type 3 IC,H,Human,VALLEY,45.143611,114.928056,-114.928056,NA,ID,PAF,IDPAF,EB,Federal,USDA,FS,ID,PAF,0,P,30-Sep-08,NA,CHAINS,NA,NA,NA,0,NA,0,N,Y,Y,N,239,W,133,78,78,27,10,10,NA,NA,NA,NA,NA,NA,NA,NA,2,Medium,High,NA,1,3,Federal,ID,ID,38,5500,G,G,6.532334292,4,NFS,0,0,15,D
