"","INCIDENT_ID_KS","KS_COMPLEX_NAME","COMPLEX_FLAG","LTFS_DAY","LTFS_FIRE","REPORT_YEAR","INCIDENT_NUMBER","ST_INCNUM","REPORT_DATE","REPORT_DOY","HOUR","INCIDENT_NAME","START_YEAR","START_DATE","START_DOY","START_DATE_CORRECTED","START_DOY_CORRECTED","STATUS","AREA","AREA_MEASUREMENT","TYPE_INC","SUPPRESSION_METHOD","IC_NAME","IMT_TYPE","IMT_TYPE_DESCRIPTION","CAUSE","CAUSE_DESCR","COUNTY","LATITUDE","LONGITUDE","LL_QC","UN_USTATE","UN_UNITID","NWCG_UNITID","GACC","UnitType","Department","Agency","OWNERSHIP_STATE","OWNERSHIP_UNITID","P_CONTAIN","PERCENT_MMA","EXP_CONTAIN","LINE_TO_BUILD","LINE_MEASUREMENT","EST_CONTROL","DEMOBE_START","CONTROLLED_DATE","INJURIES_TO_DATE","INJURIES","FATALITIES","EVACUATION_IN_PROGRESS","NO_EVACUATION","POTENTIAL","NO_LIKELY","C_WIND_SPEED","C_WIND_DIRECTION","C_TEMP","C_TEMPH","C_TEMPL","C_RH","C_RHL","C_RHH","F_WIND_SPEED","F_WIND_DIRECTION","F_TEMP","F_TEMPL","F_TEMPH","F_RH","F_RHL","F_RHH","PRIMARY_FUEL_MODEL","GROWTH_POTENTIAL","TERRAIN","GACC_PRIORITY","DISPATCH_PRIORITY","UNIT_TYPE","ST_INC","ST_UNIT","FSCLASS","MAX_AREA_INC","FSCLASS_INC","AREA_Log","SUPPRESSION_BI","SUPP_DECREASE","SUPP_MIX","IMT_NUM"
"1703","2012_MT-CES-0062_MISSION ROAD",NA,NA,NA,NA,2012,"MT-CES-0062","MT","23-Jul-12",205,1900,"MISSION ROAD",2012,"22-Jul-12",204,"22-Jul-12",204,"U",3150,"ACRES","WF","FS","Huston","3","Type 3 Team","L","Lightning","Cascade",47.241667,112.0075,NA,"MT","CES(MT-HDC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-HDC)",15,"P",NA,320,"CHAINS",NA,NA,NA,0,0,0,"Y","N","N","N",197,"SW",133,78,78,21,9,9,203,"W",232,63,58,64,11,12,"2","Extreme","Extreme",1,NA,"State","MT","MT","F",3250,"F",5.52545293913178,"FS","0","0",3
"1704","2012_MT-SWS-000706_WET COTTONWOOD",NA,NA,NA,NA,2012,"MT-SWS-000706","MT","24-Jul-12",206,1030,"WET COTTONWOOD",2012,"19-Jul-12",201,"19-Jul-12",201,"F",28,"ACRES","WF","FS","Mike Meyer","4","Type 3 IC","L","Lightning","Powell",46.745,112.87,NA,"MT","SWS","MTSWS","NR","State","MT","DNRC","MT","BUD(MT-MDC)",100,"P","24-Jul-12",0,"CHAINS","31-Jul-12","23-Jul-12",NA,0,0,0,"N","N","N","Y",62,"W",120,76,71,56,17,28,19,"w",247,66,66,58,10,23,"10","Medium","High",NA,NA,"State","MT","MT","C",40,"C",3.71357206670431,"FS","0","0",4
"1705","2012_WY-BTF-000005_BEAR CUB","BEAR CUB/BUTTE CREEK COMPLEX","1",1,NA,2012,"WY-BTF-000005","WY","24-Jul-12",206,1151,"BEAR CUB",2012,"2-Jul-12",184,"2-Jul-12",184,"U",6500,"ACRES","WF","CC","Wilkins/Henrie(t)","5","Type 4 IC","L","Lightning","Fremont",43.88,110.024167,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",3,"P",NA,NA,"MILES",NA,"1-Oct-12",NA,1,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","Medium",NA,NA,"Federal","WY","WY","G",6501,"G",7.82444593087762,"NFS","1","0",5
"1706","2012_ID-NPF-000221_EAGLE",NA,NA,NA,NA,2012,"ID-NPF-000221","ID","24-Jul-12",206,1530,"EAGLE",2012,"20-Jul-12",202,"20-Jul-12",202,"I",170,"ACRES","WF","FS","Freeman",NA,NA,"L","Lightning","Idaho",45.986389,114.8375,NA,"ID","NPF","IDNPF","NR","Federal","USDA","FS","ID","NPF",60,"P","26-Jul-12",NA,"CHAINS",NA,"24-Jul-12",NA,0,0,0,"N","N","N","N",30,"WSW",128,76,76,69,23,23,26,"NW",263,71,2,117,17,29,"2","Low","High",NA,NA,"Federal","ID","ID","D",170,"D",5.14166355650266,"FS","0","0",NA
"1707","2012_ID-NPF-000227_3 LINKS",NA,NA,1,NA,2012,"ID-NPF-000227","ID","24-Jul-12",206,1545,"3 LINKS",2012,"20-Jul-12",202,"20-Jul-12",202,"I",32,"ACRES","WF","PZ","Graves","5","Type 4 IC","L","Lightning","Idaho",46.193889,115.173056,NA,"ID","NPF","IDNPF","NR","Federal","USDA","FS","ID","NPF",0,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,"Federal","ID","ID","C",3250,"F",3.49650756146648,"NFS","0","0",5
"1708","2012_ID-NPF-000223_BLACKTAIL",NA,NA,1,NA,2012,"ID-NPF-000223","ID","24-Jul-12",206,1600,"BLACKTAIL",2012,"21-Jul-12",203,"21-Jul-12",203,"I",9,"ACRES","WF","PZ","Graves","5","Type 4 IC","L","Lightning","Idaho",46.190833,115.086111,NA,"ID","NPF","IDNPF","NR","Federal","USDA","FS","ID","NPF",0,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,"Federal","ID","ID","B",1117,"F",2.30258509299405,"NFS","0","0",5
"1709","2012_MT-LNF-00596_DUNHAM",NA,NA,NA,NA,2012,"MT-LNF-00596","MT","24-Jul-12",206,1600,"DUNHAM",2012,"20-Jul-12",202,"20-Jul-12",202,"I",8,"ACRES","WF","FS","Mitch Kearns","3","Type 3 Team","L","Lightning","Missoula",47.181667,113.196389,NA,"MT","LNF","MTLNF","NR","Federal","USDA","FS","MT","LNF",75,"P","25-Jul-12",10,"CHAINS","29-Jul-12","24-Jul-12",NA,0,0,0,"N","Y","N","Y",268,"S",112,67,67,44,13,13,287,"Upslope",244,65,66,54,10,18,"10","Medium","Extreme",NA,NA,"Federal","MT","MT","B",8.3,"B",2.19722457733622,"FS","0","0",3
"1710","2012_MT-LNF-00596_DUNHAM",NA,NA,NA,NA,2012,"MT-LNF-00596","MT","24-Jul-12",206,1630,"DUNHAM",2012,"20-Jul-12",202,"20-Jul-12",202,"I",8,"ACRES","WF","FS","Mitch Kearns","3","Type 3 Team","L","Lightning","Missoula",47.181667,113.196389,NA,"MT","LNF","MTLNF","NR","Federal","USDA","FS","MT","LNF",75,"P","25-Jul-12",10,"CHAINS","29-Jul-12","24-Jul-12",NA,0,0,0,"N","Y","N","Y",268,"S",112,67,67,44,13,13,287,"Upslope",244,65,66,54,10,18,"10","Medium","Extreme",NA,NA,"Federal","MT","MT","B",8.3,"B",2.19722457733622,"FS","0","0",3
"1711","2012_WY-BTF-000006_FONTENELLE",NA,NA,NA,NA,2012,"WY-BTF-000006","WY","24-Jul-12",206,1643,"FONTENELLE",2012,"24-Jun-12",176,"24-Jun-12",176,"U",64083,"ACRES","WF","FS","Spilde","3","Type 3 Team","U","Under Investigation","Lincoln and Sublette",42.435556,110.620556,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",87,"P","1-Nov-12",0,"CHAINS",NA,NA,NA,10,0,0,"N","N","N","N",107,"NW",82,58,58,111,48,48,206,"W",159,52,47,136,20,21,"10","Low","High",6,NA,"Federal","WY","WY","G",65220,"G",5.72031177660741,"FS","0","0",3
"1712","2012_ID-NPF-136_541",NA,NA,NA,NA,2012,"ID-NPF-136","ID","24-Jul-12",206,1657,"541",2012,"12-Jul-12",194,"12-Jul-12",194,"U",304,"ACRES","WF","FS","Anderson/ Chaffee (T)","5","Type 4 IC","L","Lightning","IDAHO",45.785278,115.118056,NA,"ID","NPF","IDNPF","NR","Federal","USDA","FS","ID","NPF",100,"P","23-Jul-12",NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Low","Medium",NA,NA,"Federal","ID","ID","E",375,"E",5.08140436498446,"FS","0","0",5
"1713","2012_MT-BRF-005432_CHRANDAL CREEK",NA,NA,NA,NA,2012,"MT-BRF-005432","MT","24-Jul-12",206,1800,"CHRANDAL CREEK",2012,"6-Jul-12",188,"6-Jul-12",188,"U",2300,"ACRES","WF","FS","Shawn Pearson","2","Type 2 Team","L","Lightning","Ravalli",45.561389,114.220833,NA,"MT","BRF","MTBRF","NR","Federal","USDA","FS","MT","BRF",40,"P",NA,NA,"CHAINS",NA,NA,NA,4,0,0,"N","N","Y","N",97,"W",113,68,68,10,7,7,19,"w",219,61,56,50,10,11,"10","High","Extreme",2,NA,"Federal","MT","MT","F",2562,"F",7.43897159239586,"FS","0","0",2
"1714","2012_MT-LCF-002085_ELBOW PASS COMPLEX","ELBOW PASS COMPLEX","1",1,NA,2012,"MT-LCF-002050","MT","24-Jul-12",206,1800,"ELBOW PASS",2012,"12-Jul-12",194,"12-Jul-12",194,"U",653,"ACRES","WF","CC","Alex Brooks","5","Type 4 IC","L","Lightning","Lewis & Clark",47.409167,112.868889,2,"MT","LCF","MTLCF","NR","Federal","USDA","FS","MT","LCF",0,"P",NA,NA,"CHAINS",NA,"16-Jul-12",NA,0,NA,0,"N","N","N","N",197,"W 10-20",106,65,65,33,11,11,102,"West",186,56,51,64,11,12,"10","Medium","Extreme",NA,NA,"Federal","MT","MT","E",26128,"G",6.21660610108486,"NFS","0","2",5
"1715","2012_ID-NPF-000221_EAGLE",NA,NA,NA,NA,2012,"ID-NPF-000221","ID","25-Jul-12",207,1545,"EAGLE",2012,"20-Jul-12",202,"20-Jul-12",202,"U",170,"ACRES","WF","FS","Freeman",NA,NA,"L","Lightning","Idaho",45.986389,114.8375,NA,"ID","NPF","IDNPF","NR","Federal","USDA","FS","ID","NPF",80,"P","26-Jul-12",NA,"CHAINS",NA,"24-Jul-12",NA,0,NA,0,"N","Y","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Low","High",NA,NA,"Federal","ID","ID","D",170,"D",5.14166355650266,"FS","0","0",NA
"1716","2012_MT-LNF-00596_DUNHAM",NA,NA,NA,NA,2012,"MT-LNF-00596","MT","25-Jul-12",207,1600,"DUNHAM",2012,"20-Jul-12",202,"20-Jul-12",202,"F",8.3,"ACRES","WF","FS","Chad Burnett","5","Type 4 IC","L","Lightning","Missoula",47.181667,113.196389,NA,"MT","LNF","MTLNF","NR","Federal","USDA","FS","MT","LNF",100,"P","25-Jul-12",0,"CHAINS","29-Jul-12","24-Jul-12",NA,0,0,0,"N","N","N","N",253,"S",116,69,69,57,18,18,315,"East",193,56,61,85,12,25,"10","Low","Extreme",NA,NA,"Federal","MT","MT","B",8.3,"B",2.19722457733622,"FS","0","0",5
"1717","2012_WY-BTF-000006_FONTENELLE",NA,NA,NA,NA,2012,"WY-BTF-000006","WY","25-Jul-12",207,1618,"FONTENELLE",2012,"24-Jun-12",176,"24-Jun-12",176,"U",64083,"ACRES","WF","FS","Spilde","3","Type 3 Team","U","Under Investigation","Lincoln and Sublette",42.435556,110.620556,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",87,"P","1-Nov-12",NA,"CHAINS",NA,NA,NA,10,0,0,"N","N","N","N",40,"W",103,64,64,81,28,28,NA,NA,NA,NA,NA,NA,NA,NA,"10","Low","High",NA,NA,"Federal","WY","WY","G",65220,"G",5.72031177660741,"FS","0","0",3
"1718","2012_MT-LCF-002085_ELBOW PASS COMPLEX","ELBOW PASS COMPLEX","1",1,NA,2012,"MT-LCF-002050","MT","25-Jul-12",207,1730,"ELBOW PASS",2012,"12-Jul-12",194,"12-Jul-12",194,"U",653,"ACRES","WF","CC","Alex Brooks","5","Type 4 IC","L","Lightning","Lewis & Clark",47.409167,112.868889,2,"MT","LCF","MTLCF","NR","Federal","USDA","FS","MT","LCF",80,"P",NA,NA,"CHAINS",NA,"16-Jul-12",NA,0,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","Extreme",NA,NA,"Federal","MT","MT","E",26128,"G",6.21660610108486,"NFS","0","2",5
"1719","2012_MT-BRF-005432_CHRANDAL CREEK",NA,NA,NA,NA,2012,"MT-BRF-005432","MT","25-Jul-12",207,1800,"CHRANDAL CREEK",2012,"6-Jul-12",188,"6-Jul-12",188,"U",2300,"ACRES","WF","FS","Shawn Pearson","2","Type 2 Team","L","Lightning","Ravalli",45.561389,114.220833,NA,"MT","BRF","MTBRF","NR","Federal","USDA","FS","MT","BRF",50,"P",NA,NA,"CHAINS",NA,NA,NA,6,2,0,"N","N","Y","N",62,"NW",113,68,68,57,18,18,19,"W",219,61,56,76,12,13,"10","High","Extreme",NA,NA,"Federal","MT","MT","F",2562,"F",7.43897159239586,"FS","0","0",2
"1720","2012_MT-BRF-005432_CHRANDAL CREEK",NA,NA,NA,NA,2012,"MT-BRF-005432","MT","25-Jul-12",207,1801,"CHRANDAL CREEK",2012,"6-Jul-12",188,"6-Jul-12",188,"U",2300,"ACRES","WF","FS","Shawn Pearson","2","Type 2 Team","L","Lightning","Ravalli",45.561389,114.220833,NA,"MT","BRF","MTBRF","NR","Federal","USDA","FS","MT","BRF",50,"P",NA,NA,"CHAINS",NA,NA,NA,6,2,0,"N","N","Y","N",62,"NW",113,68,68,57,18,18,19,"W",219,61,56,76,12,13,"10","High","Extreme",NA,NA,"Federal","MT","MT","F",2562,"F",7.43897159239586,"FS","0","0",2
"1721","2012_MT-BRF-005432_CHRANDAL CREEK",NA,NA,NA,NA,2012,"MT-BRF-005432","MT","25-Jul-12",207,1810,"CHRANDAL CREEK",2012,"6-Jul-12",188,"6-Jul-12",188,"U",2300,"ACRES","WF","FS","Shawn Pearson","2","Type 2 Team","L","Lightning","Ravalli",45.561389,114.220833,NA,"MT","BRF","MTBRF","NR","Federal","USDA","FS","MT","BRF",50,"P",NA,NA,"CHAINS",NA,NA,NA,6,2,0,"N","N","Y","N",62,"NW",113,68,68,57,18,18,19,"W",219,61,56,76,12,13,"10","High","Extreme",NA,NA,"Federal","MT","MT","F",2562,"F",7.43897159239586,"FS","0","0",2
"1722","2012_MT-CES-0062_MISSION ROAD",NA,NA,NA,NA,2012,"MT-CES-0062","MT","25-Jul-12",207,2030,"MISSION ROAD",2012,"22-Jul-12",204,"22-Jul-12",204,"U",3250,"ACRES","WF","FS","Parks","3","Type 3 Team","L","Lightning","Cascade",47.241667,112.0075,NA,"MT","CES(MT-HDC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-HDC)",80,"P","26-Jul-12",0,"CHAINS","28-Jul-12","28-Jul-12",NA,0,1,0,"N","N","N","N",127,"NW",123,73,73,17,8,8,19,"NW",246,66,61,120,18,19,"2","Low","Extreme",NA,NA,"State","MT","MT","F",3250,"F",5.52545293913178,"FS","0","0",3
"1723","2012_WY-BTF-000017_BUTTE CREEK","BEAR CUB/BUTTE CREEK COMPLEX","1",1,NA,2012,"WY-BTF-000017","WY","27-Jul-12",209,1745,"BUTTE CREEK",2012,"25-Jul-12",207,"25-Jul-12",207,"I",1,"ACRES","WF","MM","Rocky Gilbert","3","Type 3 Team","L","Lightning","Park",44.113056,109.811667,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",0,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,"Federal","WY","WY","B",6501,"G",0.693147180559945,"NFS","0","0",3
"1724","2012_MT-BRF-005432_CHRANDAL CREEK",NA,NA,NA,NA,2012,"MT-BRF-005432","MT","29-Jul-12",211,1800,"CHRANDAL CREEK",2012,"6-Jul-12",188,"6-Jul-12",188,"U",2500,"ACRES","WF","FS","Shawn Pearson","2","Type 2 Team","L","Lightning","Ravalli",45.561389,114.220833,NA,"MT","BRF","MTBRF","NR","Federal","USDA","FS","MT","BRF",75,"P","3-Aug-12",NA,"CHAINS",NA,NA,NA,10,0,0,"N","N","N","Y",268,"W",118,71,71,46,14,14,19,"SW",232,63,58,50,10,11,"10","High","Extreme",NA,NA,"Federal","MT","MT","F",2562,"F",7.43897159239586,"FS","0","0",2
"1725","2012_MT-BRF-005461_FRED BURR",NA,NA,1,NA,2012,"MT-BRF-005461","MT","26-Jul-12",208,1430,"FRED BURR",2012,"17-Jul-12",199,"17-Jul-12",199,"I",0.1,"ACRES","WF","CC","Bret Lewis","5","Type 4 IC","L","Lightning","Ravalli",46.336667,114.308333,NA,"MT","BRF","MTBRF","NR","Federal","USDA","FS","MT","BRF",0,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,"Federal","MT","MT","A",0.1,"A",0.0953101798043249,"NFS","0","0",5
"1726","2012_MT-BRF-005436_FIRE MOUNTAIN",NA,NA,1,NA,2012,"MT-BRF-005436","MT","26-Jul-12",208,1500,"FIRE MOUNTAIN",2012,"7-Jul-12",189,"7-Jul-12",189,"U",28,"ACRES","WF","PZ","Omlid","5","Type 4 IC","L","Lightning","Idaho",45.808333,114.773333,NA,"MT","BRF","MTBRF","NR","Federal","USDA","FS","MT","BRF",0,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,"Federal","MT","MT","C",28,"C",0.693147180559945,"NFS","0","2",5
"1727","2012_MT-BRF-005453_ELK TRACK LAKE",NA,NA,1,NA,2012,"MT-BRF-005453","MT","26-Jul-12",208,1500,"ELK TRACK LAKE",2012,"6-Jul-12",188,"6-Jul-12",188,"U",2,"ACRES","WF","PZ","Omlid","5","Type 4 IC","L","Lightning","Idaho",45.633333,114.8,NA,"MT","BRF","MTBRF","NR","Federal","USDA","FS","MT","BRF",0,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,"Federal","MT","MT","B",2,"B",0.693147180559945,"NFS","0","2",5
"1728","2012_WY-BTF-000006_FONTENELLE",NA,NA,NA,NA,2012,"WY-BTF-000006","WY","26-Jul-12",208,1602,"FONTENELLE",2012,"24-Jun-12",176,"24-Jun-12",176,"U",64083,"ACRES","WF","FS","Spilde","3","Type 3 Team","U","Under Investigation","Lincoln and Sublette",42.435556,110.620556,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",87,"P","1-Nov-12",NA,"CHAINS",NA,NA,NA,10,0,0,"N","N","N","Y",134,"SW",116,69,69,52,17,17,116,"SW",186,56,51,136,20,21,"10","Low","High",NA,NA,"Federal","WY","WY","G",65220,"G",5.72031177660741,"FS","0","0",3
"1729","2012_MT-BRF-005432_CHRANDAL CREEK",NA,NA,NA,NA,2012,"MT-BRF-005432","MT","26-Jul-12",208,1800,"CHRANDAL CREEK",2012,"6-Jul-12",188,"6-Jul-12",188,"U",2400,"ACRES","WF","FS","Shawn Pearson","2","Type 2 Team","L","Lightning","Ravalli",45.561389,114.220833,NA,"MT","BRF","MTBRF","NR","Federal","USDA","FS","MT","BRF",50,"P",NA,NA,"CHAINS",NA,NA,NA,10,4,0,"N","N","Y","N",79,"SW",112,67,67,46,14,14,19,"SW",173,54,49,142,21,22,"10","High","Extreme",4,NA,"Federal","MT","MT","F",2562,"F",7.43897159239586,"FS","0","0",2
"1730","2012_MT-LCF-002085_ELBOW PASS COMPLEX","ELBOW PASS COMPLEX","1",1,NA,2012,"MT-LCF-002050","MT","26-Jul-12",208,1930,"ELBOW PASS",2012,"12-Jul-12",194,"12-Jul-12",194,"U",653,"ACRES","WF","CC","Alex Brooks","5","Type 4 IC","L","Lightning","Lewis & Clark",47.409167,112.868889,2,"MT","LCF","MTLCF","NR","Federal","USDA","FS","MT","LCF",80,"P",NA,NA,"CHAINS",NA,"30-Jul-12",NA,0,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","Extreme",NA,NA,"Federal","MT","MT","E",26128,"G",6.21660610108486,"NFS","0","2",5
"1731","2012_MT-CES-0062_MISSION ROAD",NA,NA,NA,NA,2012,"MT-CES-0062","MT","26-Jul-12",208,2005,"MISSION ROAD",2012,"22-Jul-12",204,"22-Jul-12",204,"U",3250,"ACRES","WF","FS","Parks","3","Type 3 Team","L","Lightning","Cascade",47.241667,112.0075,NA,"MT","CES(MT-HDC)","MTCES","NR","State","MT","DNRC","MT","CES(MT-HDC)",100,"P","26-Jul-12",0,"CHAINS","2-Aug-12","27-Jul-12",NA,1,0,0,"N","N","N","N",161,"E",132,77,77,62,21,21,19,"West",260,70,65,76,12,13,"2","Low","Extreme",NA,NA,"State","MT","MT","F",3250,"F",5.52545293913178,"FS","0","0",3
"1732","2012_ID-NPF-000221_EAGLE",NA,NA,NA,NA,2012,"ID-NPF-000221","ID","26-Jul-12",208,2100,"EAGLE",2012,"20-Jul-12",202,"20-Jul-12",202,"U",170,"ACRES","WF","FS","Decker","5","Type 4 IC","L","Lightning","Idaho",45.986389,114.8375,NA,"ID","NPF","IDNPF","NR","Federal","USDA","FS","ID","NPF",100,"P","26-Jul-12",NA,"CHAINS",NA,"24-Jul-12",NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Low","High",NA,NA,"Federal","ID","ID","D",170,"D",5.14166355650266,"FS","0","0",5
"1733","2012_ID-NPF-136_541",NA,NA,NA,NA,2012,"ID-NPF-136","ID","27-Jul-12",209,528,"541",2012,"12-Jul-12",194,"12-Jul-12",194,"F",304,"ACRES","WF","FS","Chaffee","6","Type 5 IC","L","Lightning","IDAHO",45.785278,115.118056,NA,"ID","NPF","IDNPF","NR","Federal","USDA","FS","ID","NPF",100,"P","23-Jul-12",NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Low","Medium",NA,NA,"Federal","ID","ID","E",375,"E",5.08140436498446,"FS","0","0",6
"1734","2012_ID-NPF-000221_EAGLE",NA,NA,NA,NA,2012,"ID-NPF-000221","ID","27-Jul-12",209,1600,"EAGLE",2012,"20-Jul-12",202,"20-Jul-12",202,"U",170,"ACRES","WF","FS","Decker","5","Type 4 IC","L","Lightning","Idaho",45.986389,114.8375,NA,"ID","NPF","IDNPF","NR","Federal","USDA","FS","ID","NPF",100,"P","26-Jul-12",0,"CHAINS",NA,"24-Jul-12",NA,1,1,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Low","High",NA,NA,"Federal","ID","ID","D",170,"D",5.14166355650266,"FS","0","0",5
"1735","2012_WY-BTF-000006_FONTENELLE",NA,NA,NA,NA,2012,"WY-BTF-000006","WY","27-Jul-12",209,1732,"FONTENELLE",2012,"24-Jun-12",176,"24-Jun-12",176,"U",64083,"ACRES","WF","FS","Lancaster","5","Type 4 IC","U","Under Investigation","Lincoln and Sublette",42.435556,110.620556,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",87,"P","1-Nov-12",NA,"CHAINS",NA,NA,NA,10,0,0,"N","N","N","N",84,"S",116,69,69,65,22,22,116,"sw",219,61,56,35,8,9,"10","Low","High",NA,NA,"Federal","WY","WY","G",65220,"G",5.72031177660741,"FS","0","0",5
"1736","2012_MT-BRF-005432_CHRANDAL CREEK",NA,NA,NA,NA,2012,"MT-BRF-005432","MT","27-Jul-12",209,1800,"CHRANDAL CREEK",2012,"6-Jul-12",188,"6-Jul-12",188,"U",2500,"ACRES","WF","FS","Shawn Pearson","2","Type 2 Team","L","Lightning","Ravalli",45.561389,114.220833,NA,"MT","BRF","MTBRF","NR","Federal","USDA","FS","MT","BRF",60,"P","3-Aug-12",NA,"CHAINS",NA,NA,NA,10,NA,0,"N","N","Y","N",239,"SW",110,66,66,71,24,24,52,"WSW",208,59,54,113,17,18,"10","High","Extreme",4,NA,"Federal","MT","MT","F",2562,"F",7.43897159239586,"FS","0","0",2
"1737","2012_MT-LCF-002085_ELBOW PASS COMPLEX","ELBOW PASS COMPLEX","1",1,NA,2012,"MT-LCF-002050","MT","27-Jul-12",209,1810,"ELBOW PASS",2012,"12-Jul-12",194,"12-Jul-12",194,"U",653,"ACRES","WF","CC","Alex Brooks","5","Type 4 IC","L","Lightning","Lewis & Clark",47.409167,112.868889,2,"MT","LCF","MTLCF","NR","Federal","USDA","FS","MT","LCF",80,"P",NA,NA,"CHAINS",NA,"30-Jul-12",NA,0,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","Extreme",NA,NA,"Federal","MT","MT","E",26128,"G",6.21660610108486,"NFS","0","2",5
"1738","2012_MT-LCF-002085_ELBOW PASS COMPLEX","ELBOW PASS COMPLEX","1",1,NA,2012,"MT-LCF-002050","MT","28-Jul-12",210,820,"ELBOW PASS",2012,"12-Jul-12",194,"12-Jul-12",194,"U",700,"ACRES","WF","CC","Alex Brooks","5","Type 4 IC","L","Lightning","Lewis & Clark",47.409167,112.868889,2,"MT","LCF","MTLCF","NR","Federal","USDA","FS","MT","LCF",80,"P",NA,NA,"CHAINS",NA,"5-Aug-12",NA,0,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","Extreme",NA,NA,"Federal","MT","MT","E",26128,"G",6.21660610108486,"NFS","0","2",5
"1739","2012_WY-SHF-219_INDEX CREEK",NA,NA,1,NA,2012,"WY-SHF-219","WY","28-Jul-12",210,1725,"INDEX CREEK",2012,"26-Jun-12",178,"26-Jun-12",178,"U",223,"ACRES","WF","CC",NA,NA,NA,"H","Human","PARK",44.989167,109.853333,NA,"WY","SHF","WYSHF","RM","Federal","USDA","FS","WY","SHF",90,"P","15-Sep-12",NA,"CHAINS","1-Sep-12","5-Jul-12",NA,3,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Low","Extreme",7,NA,"Federal","WY","WY","D",223,"D",5.30330490805908,"NFS","1","0",NA
"1740","2012_WY-BTF-000006_FONTENELLE",NA,NA,NA,NA,2012,"WY-BTF-000006","WY","28-Jul-12",210,1752,"FONTENELLE",2012,"24-Jun-12",176,"24-Jun-12",176,"U",64083,"ACRES","WF","FS","Lancaster","5","Type 4 IC","U","Under Investigation","Lincoln and Sublette",42.435556,110.620556,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",87,"P","1-Nov-12",NA,"CHAINS",NA,NA,NA,10,0,0,"N","N","N","N",84,"S",112,67,67,65,22,22,361,"sw",200,57,60,62,3,11,"10","Low","High",7,NA,"Federal","WY","WY","G",65220,"G",5.72031177660741,"FS","0","0",5
