"","INCIDENT_ID_KS","KS_COMPLEX_NAME","COMPLEX_FLAG","LTFS_DAY","LTFS_FIRE","REPORT_YEAR","INCIDENT_NUMBER","ST_INCNUM","REPORT_DATE","REPORT_DOY","HOUR","INCIDENT_NAME","START_YEAR","START_DATE","START_DOY","START_DATE_CORRECTED","START_DOY_CORRECTED","STATUS","AREA","AREA_MEASUREMENT","TYPE_INC","SUPPRESSION_METHOD","IC_NAME","IMT_TYPE","IMT_TYPE_DESCRIPTION","CAUSE","CAUSE_DESCR","COUNTY","LATITUDE","LONGITUDE","LL_QC","UN_USTATE","UN_UNITID","NWCG_UNITID","GACC","UnitType","Department","Agency","OWNERSHIP_STATE","OWNERSHIP_UNITID","P_CONTAIN","PERCENT_MMA","EXP_CONTAIN","LINE_TO_BUILD","LINE_MEASUREMENT","EST_CONTROL","DEMOBE_START","CONTROLLED_DATE","INJURIES_TO_DATE","INJURIES","FATALITIES","EVACUATION_IN_PROGRESS","NO_EVACUATION","POTENTIAL","NO_LIKELY","C_WIND_SPEED","C_WIND_DIRECTION","C_TEMP","C_TEMPH","C_TEMPL","C_RH","C_RHL","C_RHH","F_WIND_SPEED","F_WIND_DIRECTION","F_TEMP","F_TEMPL","F_TEMPH","F_RH","F_RHL","F_RHH","PRIMARY_FUEL_MODEL","GROWTH_POTENTIAL","TERRAIN","GACC_PRIORITY","DISPATCH_PRIORITY","UNIT_TYPE","ST_INC","ST_UNIT","FSCLASS","MAX_AREA_INC","FSCLASS_INC","AREA_Log","SUPPRESSION_BI","SUPP_DECREASE","SUPP_MIX","IMT_NUM"
"1","2011_ID-BOF-000464_CASTRO",NA,NA,1,NA,2011,"ID-BOF-000464","ID","29-Aug-11",241,1624,"CASTRO",2011,"4-Aug-11",216,"4-Aug-11",216,"U",279,"ACRES","WF","CC","REX MILLER","5","Type 4 IC","L","Lightning","BOISE",44.208611,115.3575,NA,"ID","BOF","IDBOF","EB","Federal","USDA","FS","ID","BOF",0,"M",NA,NA,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Extreme","Extreme",NA,1,"Federal","ID","ID","D",4853,"F",5.63478960316925,"NFS","0","0",5
"2","2011_ID-SCF-011175_SADDLE COMPLEX","SADDLE COMPLEX","1",1,NA,2011,"ID-SCF-011175","ID","29-Aug-11",241,1700,"SADDLE COMPLEX",2011,"18-Aug-11",230,"10-Aug-11",222,"U",11821,"ACRES","WF","PZ","Bob Houseman","1","Type 1 Team","L","Lightning","Lemhi",45.516667,114.510833,NA,"ID","SCF","IDSCF","EB","Federal","USDA","FS","ID","SCF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N",23,"SW",112,67,67,52,17,17,116,"SW",180,55,50,136,20,21,"10","High","Extreme",2,NA,"Federal","ID","ID","G",16834,"G",9.37771748138431,"NFS","0","2",1
"3","2011_WY-BTF-004_RED ROCK COMPLEX","RED ROCK COMPLEX","1",1,NA,2011,"WY-BTF-004","WY","29-Aug-11",241,1700,"RED ROCK",2011,"20-Aug-11",232,"20-Aug-11",232,"U",7048,"ACRES","WF","CC","Johnston","3","Type 3 Team","L","Lightning","Teton",43.562778,110.395278,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",279000,"M",NA,NA,"CHAINS",NA,NA,NA,1,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","High","Medium",4,1,"Federal","WY","WY","G",12138,"G",8.86064104177388,"NFS","0","0",3
"4","2013_MT-HNF-00014_SWEATS COMPLEX","SWEATS COMPLEX","1",NA,NA,2013,"MT-HNF-00014","MT","21-May-13",141,1715,"SWEATS COMPLEX",2013,"16-May-13",136,"15-May-13",135,"F",457,"ACRES","WF","FS","Anthony Emacio","5","Type 4 IC","U","Under Investigation","Lewis & Clark",46.796667,111.776667,NA,NA,NA,"MTHNF","NR","Federal","USDA","FS","MT","HNF(MT-HDC)",100,"P","20-May-13",0,"CHAINS","27-May-13",NA,NA,1,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Low","High",NA,NA,"Federal","MT",NA,"E",457,"E",6.12686918411419,"FS","0","0",5
"5","2013_MT-SWS-000302_RUMSEY GULCH",NA,NA,NA,NA,2013,"MT-SWS-000302","MT","14-May-13",134,1000,"RUMSEY GULCH",2013,"13-May-13",133,"13-May-13",133,"I",400,"ACRES","WF","FS","Joe Brabender","4","Type 3 IC","U","Under Investigation","Granite",46.290833,113.283056,NA,NA,NA,"MTSWS","NR","State","MT","DNRC","MT","SWS",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"Y","N","Y","N",161,"W",64,59,48,31,10,23,115,"West",97,40,45,58,10,23,"10","Medium","High",NA,NA,"State","MT",NA,"E",400,"E",5.99396142730657,"FS","0","0",4
"6","2013_MT-SWS-000302_RUMSEY GULCH",NA,NA,NA,NA,2013,"MT-SWS-000302","MT","14-May-13",134,1700,"RUMSEY GULCH",2013,"13-May-13",133,"13-May-13",133,"U",349,"ACRES","WF","FS","Joe Brabender","4","Type 3 IC","U","Under Investigation","Granite",46.290833,113.283056,NA,NA,NA,"MTSWS","NR","State","MT","DNRC","MT","SWS",20,"P",NA,20,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N",127,"W",64,59,48,23,9,22,26,"West",97,40,45,42,8,22,"10","Medium","High",NA,NA,"State","MT",NA,"E",400,"E",5.99396142730657,"FS","0","0",4
"7","2013_MT-SWS-000302_RUMSEY GULCH",NA,NA,NA,NA,2013,"MT-SWS-000302","MT","14-May-13",134,1720,"RUMSEY GULCH",2013,"13-May-13",133,"13-May-13",133,"U",349,"ACRES","WF","FS","Joe Brabender","4","Type 3 IC","U","Under Investigation","Granite",46.290833,113.283056,NA,NA,NA,"MTSWS","NR","State","MT","DNRC","MT","SWS",20,"P",NA,200,"CHAINS",NA,NA,NA,0,0,0,"Y","N","Y","N",127,"W",64,59,48,23,9,22,26,"West",97,40,45,42,8,22,"10","Medium","High",NA,NA,"State","MT",NA,"E",400,"E",5.99396142730657,"FS","0","0",4
"8","2013_MT-SWS-000302_RUMSEY GULCH",NA,NA,NA,NA,2013,"MT-SWS-000302","MT","15-May-13",135,1145,"RUMSEY GULCH",2013,"13-May-13",133,"13-May-13",133,"U",NA,"ACRES","WF","FS","Joe Brabender","4","Type 3 IC","H","Human","Granite",46.290833,113.283056,NA,NA,NA,"MTSWS","NR","State","MT","DNRC","MT","SWS",NA,"P",NA,NA,"CHAINS",NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","High",NA,NA,"State","MT",NA,NA,400,"E",5.99396142730657,"FS","0","0",4
"9","2013_MT-HNF-00014_SWEATS COMPLEX","SWEATS COMPLEX","1",NA,NA,2013,"MT-HNF-00014","MT","15-May-13",135,1800,"SWEATS COMPLEX",2013,"15-May-13",135,"15-May-13",135,"I",231,"ACRES","WF","FS","Beagley","4","Type 3 IC","U","Under Investigation","Lewis & Clark",46.796667,111.776667,NA,NA,NA,"MTHNF","NR","Federal","USDA","FS","MT","HNF(MT-HDC)",0,"P",NA,0,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N",9,"SW",79,56,56,38,12,12,97,"east",94,40,40,144,21,28,"2","Medium","High",NA,NA,"Federal","MT",NA,"D",457,"E",6.12686918411419,"FS","0","0",4
"10","2013_MT-SWS-000302_RUMSEY GULCH",NA,NA,NA,NA,2013,"MT-SWS-000302","MT","15-May-13",135,1810,"RUMSEY GULCH",2013,"13-May-13",133,"13-May-13",133,"U",349,"ACRES","WF","FS","Joe Brabender","4","Type 3 IC","H","Human","Granite",46.290833,113.283056,NA,NA,NA,"MTSWS","NR","State","MT","DNRC","MT","SWS",79,"P","20-May-13",NA,"CHAINS",NA,NA,NA,0,NA,0,"N","Y","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","High",NA,NA,"State","MT",NA,"E",400,"E",5.99396142730657,"FS","0","0",4
"11","2013_MT-HNF-00014_SWEATS COMPLEX","SWEATS COMPLEX","1",NA,NA,2013,"MT-HNF-00014","MT","16-May-13",136,1600,"SWEATS COMPLEX",2013,"16-May-13",136,"15-May-13",135,"U",457,"ACRES","WF","FS","Corey Buhl","4","Type 3 IC","U","Under Investigation","Lewis & Clark",46.796667,111.776667,NA,NA,NA,"MTHNF","NR","Federal","USDA","FS","MT","HNF(MT-HDC)",60,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","Y",13,"E",79,56,56,81,28,28,97,"NE",110,43,38,220,38,38,"2","Low","High",NA,NA,"Federal","MT",NA,"E",457,"E",6.12686918411419,"FS","0","0",4
"12","2013_MT-SWS-000302_RUMSEY GULCH",NA,NA,NA,NA,2013,"MT-SWS-000302","MT","16-May-13",136,1715,"RUMSEY GULCH",2013,"13-May-13",133,"13-May-13",133,"U",349,"ACRES","WF","FS","Joe Brabender","4","Type 3 IC","H","Human","Granite",46.290833,113.283056,NA,NA,NA,"MTSWS","NR","State","MT","DNRC","MT","SWS",90,"P","20-May-13",NA,"CHAINS",NA,"16-May-13",NA,0,0,0,"N","Y","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","High",NA,NA,"State","MT",NA,"E",400,"E",5.99396142730657,"FS","0","0",4
"13","2013_MT-HNF-00014_SWEATS COMPLEX","SWEATS COMPLEX","1",NA,NA,2013,"MT-HNF-00014","MT","17-May-13",137,1745,"SWEATS COMPLEX",2013,"16-May-13",136,"15-May-13",135,"U",457,"ACRES","WF","FS","Matt Plagenz","4","Type 3 IC","U","Under Investigation","Lewis & Clark",46.796667,111.776667,NA,NA,NA,"MTHNF","NR","Federal","USDA","FS","MT","HNF(MT-HDC)",75,"P",NA,NA,"CHAINS",NA,NA,NA,1,1,0,"N","N","N","Y",13,"S",48,40,39,104,44,44,19,"NW",92,40,35,220,38,38,"2","Low","High",NA,NA,"Federal","MT",NA,"E",457,"E",6.12686918411419,"FS","0","0",4
"14","2013_MT-HNF-00014_SWEATS COMPLEX","SWEATS COMPLEX","1",NA,NA,2013,"MT-HNF-00014","MT","18-May-13",138,1730,"SWEATS COMPLEX",2013,"16-May-13",136,"15-May-13",135,"U",457,"ACRES","WF","FS","Matt Plagenz","4","Type 3 IC","U","Under Investigation","Lewis & Clark",46.796667,111.776667,NA,NA,NA,"MTHNF","NR","Federal","USDA","FS","MT","HNF(MT-HDC)",95,"P",NA,NA,"CHAINS",NA,NA,NA,1,1,0,"N","N","N","Y",13,"NW",73,54,54,96,36,36,55,"W",92,40,35,266,56,57,"2","Low","High",NA,NA,"Federal","MT",NA,"E",457,"E",6.12686918411419,"FS","0","0",4
"15","2013_MT-HNF-00014_SWEATS COMPLEX","SWEATS COMPLEX","1",NA,NA,2013,"MT-HNF-00014","MT","19-May-13",139,1745,"SWEATS COMPLEX",2013,"16-May-13",136,"15-May-13",135,"U",457,"ACRES","WF","FS","Anthony Emacio","5","Type 4 IC","U","Under Investigation","Lewis & Clark",46.796667,111.776667,NA,NA,NA,"MTHNF","NR","Federal","USDA","FS","MT","HNF(MT-HDC)",95,"P","20-May-13",0,"CHAINS",NA,NA,NA,1,0,0,"N","N","N","N",253,"NW",60,47,46,115,51,51,12,"NE",89,39,39,234,42,47,"2","Low","High",NA,NA,"Federal","MT",NA,"E",457,"E",6.12686918411419,"FS","0","0",5
"16","2013_MT-HNF-00014_SWEATS COMPLEX","SWEATS COMPLEX","1",NA,NA,2013,"MT-HNF-00014","MT","20-May-13",140,1715,"SWEATS COMPLEX",2013,"16-May-13",136,"15-May-13",135,"U",NA,"ACRES","WF","FS","Anthony Emacio","5","Type 4 IC","U","Under Investigation","Lewis & Clark",46.796667,111.776667,NA,NA,NA,"MTHNF","NR","Federal","USDA","FS","MT","HNF(MT-HDC)",NA,"P","20-May-13",NA,"CHAINS",NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Low","High",NA,NA,"Federal","MT",NA,NA,457,"E",6.12686918411419,"FS","0","0",5
"17","2013_MT-SWS-000302_RUMSEY GULCH",NA,NA,NA,NA,2013,"MT-SWS-000302","MT","23-May-13",143,830,"RUMSEY GULCH",2013,"13-May-13",133,"13-May-13",133,"F",349,"ACRES","WF","FS","Joe Brabender","4","Type 3 IC","H","Human","Granite",46.290833,113.283056,NA,NA,NA,"MTSWS","NR","State","MT","DNRC","MT","SWS",100,"P","19-May-13",NA,"CHAINS",NA,"16-May-13","19-May-13",0,NA,0,"N","Y","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","High",NA,NA,"State","MT",NA,"E",400,"E",5.99396142730657,"FS","0","0",4
"18","2013_ID-BOF-000422_FRAISER",NA,NA,NA,NA,2013,"ID-BOF-000422","ID","7-Jul-13",188,1530,"FRAISER",2013,"7-Jul-13",188,"7-Jul-13",188,"I",250,"ACRES","WF","FS","GOOD","4","Type 3 IC","H","Human","BOISE",44.094722,116.043333,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,342,"SW",260,70,65,50,10,11,"2","High","High",1,1,"Federal","ID",NA,"D",257,"D",5.52545293913178,"FS","0","0",4
"19","2013_ID-SCF-13110_BIRCH",NA,NA,NA,NA,2013,"ID-SCF-13110","ID","8-Jul-13",189,1815,"BIRCH",2013,"6-Jul-13",187,"6-Jul-13",187,"U",400,"ACRES","WF","FS","Jeff Schricker","4","Type 3 IC","L","Lightning","Lemhi",45.255278,114.323889,NA,NA,NA,"IDSCF","EB","Federal","USDA","FS","ID","SCF",50,"P",NA,NA,"CHAINS",NA,"11-Jul-13",NA,0,NA,0,"N","N","N","N",189,"NW",139,83,83,33,11,11,266,"W",275,76,71,9,5,6,"5","Medium","High",2,NA,"Federal","ID",NA,"E",400,"E",5.99396142730657,"FS","0","0",4
"20","2013_ID-NPF-311_BAILEY",NA,NA,1,NA,2013,"ID-NPF-311","ID","15-Jul-13",196,1500,"BAILEY",2013,"14-Jul-13",195,"14-Jul-13",195,"I",5,"ACRES","WF","MM","n/a",NA,NA,"L","Lightning","Idaho",46.266389,114.891667,NA,NA,NA,"IDNPF","NR","Federal","USDA","FS","ID","NPF",0,"P","1-Dec-13",NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Medium","High",NA,NA,"Federal","ID",NA,"B",1636,"F",1.79175946922805,"NFS","0","0",NA
"21","2013_ID-NPF-000293_ROUGH CREEK",NA,NA,NA,NA,2013,"ID-NPF-000293","ID","15-Jul-13",196,1600,"ROUGH CREEK",2013,"12-Jul-13",193,"12-Jul-13",193,"U",2380,"ACRES","WF","FS","Josh Warden","4","Type 3 IC","L","Lightning","Idaho",45.4025,116.214167,NA,NA,NA,"IDNPF","NR","Federal","USDA","FS","ID","NPF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,NA,0,"N","N","Y","N",30,"NNW",142,86,86,5,5,5,333,"NE",281,79,74,64,11,12,"1","High","High",NA,NA,"Federal","ID",NA,"F",2600,"F",7.77527584648686,"FS","0","0",4
"22","2013_ID-BOD-000339_TURNER",NA,NA,NA,NA,2013,"ID-BOD-000339","ID","1-Jul-13",182,2030,"TURNER",2013,"1-Jul-13",182,"1-Jul-13",182,"I",300,"ACRES","WF","FS","RENZ","4","Type 3 IC","H","Human","ADA",43.5225,116.034167,NA,NA,NA,"IDBOD","EB","Federal","USDI","BLM","ID","BOD",20,"P","2-Jul-13",2,"MILES",NA,"2-Jul-13",NA,0,0,0,"N","Y","N","Y",97,"VAR",9,9,9,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"1","Medium","Extreme",NA,NA,"Federal","ID",NA,"E",595,"E",5.70711026474888,"FS","0","0",4
"23","2013_ID-BOD-000339_TURNER",NA,NA,NA,NA,2013,"ID-BOD-000339","ID","2-Jul-13",183,1632,"TURNER",2013,"1-Jul-13",182,"1-Jul-13",182,"U",595,"ACRES","WF","FS","NICK YTURRI","4","Type 3 IC","H","Human","ADA",43.5225,116.034167,NA,NA,NA,"IDBDC","EB","Interagency",NA,NA,"ID","BDCI",80,"P","2-Jul-13",1,"MILES",NA,"2-Jul-13",NA,1,0,0,"N","N","N","Y",1,"NNW",8,8,8,17,8,8,225,"NW",4,4,4,50,10,11,"5","Low","Extreme",6,1,"Interagency","ID",NA,"E",595,"E",5.70711026474888,"FS","0","0",4
"24","2013_ID-BOD-000339_TURNER",NA,NA,NA,NA,2013,"ID-BOD-000339","ID","3-Jul-13",184,1621,"TURNER",2013,"1-Jul-13",182,"1-Jul-13",182,"U",595,"ACRES","WF","FS","NICK YTURRI","4","Type 3 IC","H","Human","ADA",43.5225,116.034167,NA,NA,NA,"IDBDC","EB","Interagency",NA,NA,"ID","BDCI",100,"P","2-Jul-13",0,"MILES",NA,"2-Jul-13","3-Jul-13",1,0,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Low","Extreme",NA,NA,"Interagency","ID",NA,"E",595,"E",5.70711026474888,"FS","0","0",4
"25","2013_ID-BOD-000339_TURNER",NA,NA,NA,NA,2013,"ID-BOD-000339","ID","3-Jul-13",184,1700,"TURNER",2013,"1-Jul-13",182,"1-Jul-13",182,"F",595,"ACRES","WF","FS","NICK YTURRI","4","Type 3 IC","H","Human","ADA",43.5225,116.034167,NA,NA,NA,"IDBDC","EB","Interagency",NA,NA,"ID","BDCI",100,"P","2-Jul-13",0,"MILES",NA,"2-Jul-13","3-Jul-13",1,0,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Low","Extreme",NA,NA,"Interagency","ID",NA,"E",595,"E",5.70711026474888,"FS","0","0",4
"26","2013_WA-COA-070_RATTLESNAKE",NA,NA,NA,NA,2013,"WA-COA-070","WA","6-Jul-13",187,1320,"RATTLESNAKE",2013,"4-Jul-13",185,"4-Jul-13",185,"U",516,"ACRES","WF","FS","Sylvester","3","Type 3 Team","U","Under Investigation","Ferry",47.870833,118.445833,NA,NA,NA,"WACOA","NW","Federal","USDI","BIA","WA","COA",30,"P","7-Jul-13",160,"CHAINS","8-Jul-13","7-Jul-13",NA,1,0,0,"N","N","N","Y",239,"W",106,65,65,91,33,33,264,"Variable",228,62,57,136,20,21,"2","Low","Extreme",NA,NA,"Federal","WA",NA,"E",700,"E",6.24804287450843,"FS","0","0",3
"27","2013_ID-MCS-000238_PARDEE",NA,NA,NA,NA,2013,"ID-MCS-000238","ID","10-Jul-13",191,1700,"PARDEE",2013,"8-Jul-13",189,"8-Jul-13",189,"U",288,"ACRES","WF","FS","Jeff Handel","4","Type 3 IC","L","Lightning","Idaho",46.300833,116.124167,NA,NA,NA,NA,"NR",NA,NA,NA,"ID","BLM",75,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,1,"N","N","Y","N",30,"W",141,85,85,44,13,13,115,"SW",253,68,63,142,21,22,"10","Medium","High",NA,NA,NA,"ID",NA,"D",309,"E",5.66642668811243,"FS","0","0",4
"28","2013_WA-COA-070_RATTLESNAKE",NA,NA,NA,NA,2013,"WA-COA-070","WA","5-Jul-13",186,1900,"RATTLESNAKE",2013,"4-Jul-13",185,"4-Jul-13",185,"I",518,"ACRES","WF","FS","Dustin Ensminger","5","Type 4 IC","H","Human","Ferry",47.870833,118.445833,NA,NA,NA,"WACOA","NW","Federal","USDI","BIA","WA","COA",0,"P",NA,NA,"CHAINS",NA,NA,NA,1,1,0,"N","N","N","N",218,"W",118,71,71,60,20,20,315,"N",253,68,63,102,14,15,"2","High","High",NA,NA,"Federal","WA",NA,"E",700,"E",6.24804287450843,"FS","0","0",5
"29","2013_ID-SCF-13110_BIRCH",NA,NA,NA,NA,2013,"ID-SCF-13110","ID","6-Jul-13",187,1800,"BIRCH",2013,"6-Jul-13",187,"6-Jul-13",187,"I",400,"ACRES","WF","FS","Jeff Schricker","4","Type 3 IC","L","Lightning","Lemhi",45.255278,114.323889,NA,NA,NA,"IDSCF","EB","Federal","USDA","FS","ID","SCF",0,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","Y","N","N",NA,NA,NA,NA,NA,NA,NA,NA,26,"W",262,71,66,6,4,5,"5","High","High",NA,NA,"Federal","ID",NA,"E",400,"E",5.99396142730657,"FS","0","0",4
"30","2013_WA-COA-070_RATTLESNAKE",NA,NA,NA,NA,2013,"WA-COA-070","WA","7-Jul-13",188,1600,"RATTLESNAKE",2013,"4-Jul-13",185,"4-Jul-13",185,"U",700,"ACRES","WF","FS","Buck Sylvester","3","Type 3 Team","U","Under Investigation","Ferry",47.870833,118.445833,NA,NA,NA,"WACOA","NW","Federal","USDI","BIA","WA","COA",60,"P","7-Jul-13",160,"CHAINS","8-Jul-13","7-Jul-13",NA,1,0,0,"N","N","N","Y",203,"SW",126,75,75,57,18,18,339,"N",215,60,55,175,27,28,"2","Low","Extreme",NA,NA,"Federal","WA",NA,"E",700,"E",6.24804287450843,"FS","0","0",3
"31","2013_ID-SCF-13110_BIRCH",NA,NA,NA,NA,2013,"ID-SCF-13110","ID","7-Jul-13",188,1800,"BIRCH",2013,"6-Jul-13",187,"6-Jul-13",187,"U",400,"ACRES","WF","FS","Jeff Schricker","4","Type 3 IC","L","Lightning","Lemhi",45.255278,114.323889,NA,NA,NA,"IDSCF","EB","Federal","USDA","FS","ID","SCF",30,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N",189,"SW",135,80,80,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"5","High","High",2,NA,"Federal","ID",NA,"E",400,"E",5.99396142730657,"FS","0","0",4
"32","2013_WA-COA-070_RATTLESNAKE",NA,NA,NA,NA,2013,"WA-COA-070","WA","8-Jul-13",189,1600,"RATTLESNAKE",2013,"4-Jul-13",185,"4-Jul-13",185,"F",600,"ACRES","WF","FS","Buck Sylvester","3","Type 3 Team","U","Under Investigation","Ferry",47.875,118.450556,NA,NA,NA,"WACOA","NW","Federal","USDI","BIA","WA","COA",100,"P","7-Jul-13",0,"CHAINS","8-Jul-13","7-Jul-13",NA,2,NA,0,"N","N","N","Y",204,"SW",126,75,75,57,18,18,24,"S",246,66,61,137,20,22,"2","Low","Extreme",NA,NA,"Federal","WA",NA,"E",700,"E",6.24804287450843,"FS","0","0",3
"33","2013_ID-BOF-000422_FRAISER",NA,NA,NA,NA,2013,"ID-BOF-000422","ID","8-Jul-13",189,1730,"FRAISER",2013,"7-Jul-13",188,"7-Jul-13",188,"U",256.6,"ACRES","WF","FS","GOOD","4","Type 3 IC","H","Human","BOISE",44.094722,116.043333,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",40,"P","10-Jul-13",NA,"CHAINS",NA,"12-Jul-13",NA,0,1,0,"N","N","N","Y",89,"SSW",141,85,85,38,12,12,125,"W",257,69,68,143,21,14,"10","Low","High",1,1,"Federal","ID",NA,"D",257,"D",5.52545293913178,"FS","0","0",4
"34","2013_ID-MCS-000238_PARDEE",NA,NA,NA,NA,2013,"ID-MCS-000238","ID","9-Jul-13",190,1400,"PARDEE",2013,"8-Jul-13",189,"8-Jul-13",189,"I",235,"ACRES","WF","FS","Dave Schwartz","4","Type 3 IC","L","Lightning","Idaho",46.300833,116.124167,NA,NA,NA,NA,"NR",NA,NA,NA,"ID","BLM",75,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,1,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,315,"NW",277,77,72,NA,NA,NA,"10","Medium","High",NA,NA,NA,"ID",NA,"D",309,"E",5.66642668811243,"FS","0","0",4
"35","2013_ID-BOF-000422_FRAISER",NA,NA,NA,NA,2013,"ID-BOF-000422","ID","9-Jul-13",190,1800,"FRAISER",2013,"7-Jul-13",188,"7-Jul-13",188,"F",257,"ACRES","WF","FS","GOOD","4","Type 3 IC","H","Human","BOISE",44.094722,116.043333,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",100,"P","9-Jul-13",NA,"CHAINS","13-Jul-13","9-Jul-13",NA,1,0,0,"N","N","N","Y",278,"S",145,88,88,10,7,7,343,"SW",264,71,71,24,7,12,"10","Low","High",NA,NA,"Federal","ID",NA,"D",257,"D",5.52545293913178,"FS","0","0",4
"36","2013_ID-MCS-000238_PARDEE",NA,NA,NA,NA,2013,"ID-MCS-000238","ID","9-Jul-13",190,1800,"PARDEE",2013,"8-Jul-13",189,"8-Jul-13",189,"I",258,"ACRES","WF","FS","Jeff Handel","4","Type 3 IC","L","Lightning","Idaho",46.300833,116.124167,NA,NA,NA,NA,"NR",NA,NA,NA,"ID","BLM",75,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,1,"N","N","Y","N",13,"W",140,84,84,46,14,14,315,"W",277,77,72,102,14,15,"10","Low","High",NA,NA,NA,"ID",NA,"D",309,"E",5.66642668811243,"FS","0","0",4
"37","2013_ID-SCF-13110_BIRCH",NA,NA,NA,NA,2013,"ID-SCF-13110","ID","9-Jul-13",190,1815,"BIRCH",2013,"6-Jul-13",187,"6-Jul-13",187,"U",316,"ACRES","WF","FS","Jeff Schricker","4","Type 3 IC","L","Lightning","Lemhi",45.255278,114.323889,NA,NA,NA,"IDSCF","EB","Federal","USDA","FS","ID","SCF",75,"P",NA,0,"CHAINS",NA,"10-Jul-13",NA,0,0,0,"N","N","N","N",79,"W",136,81,81,10,7,7,55,"SW",272,75,70,3,3,3,"5","Medium","High",NA,NA,"Federal","ID",NA,"E",400,"E",5.99396142730657,"FS","0","0",4
"38","2013_ID-NPF-000293_ROUGH CREEK",NA,NA,NA,NA,2013,"ID-NPF-000293","ID","14-Jul-13",195,1730,"ROUGH CREEK",2013,"12-Jul-13",193,"12-Jul-13",193,"U",1500,"ACRES","WF","FS","Warden","4","Type 3 IC","L","Lightning","Idaho",45.4025,116.214167,NA,NA,NA,"IDNPF","NR","Federal","USDA","FS","ID","NPF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N",62,"SW",146,89,89,5,5,5,55,"SW",277,77,72,298,78,81,"1","High","High",NA,NA,"Federal","ID",NA,"F",2600,"F",7.77527584648686,"FS","0","0",4
"39","2013_ID-PAF-013040_THUNDER CITY",NA,NA,NA,NA,2013,"ID-PAF-013040","ID","24-Jul-13",205,1600,"THUNDER CITY",2013,"19-Jul-13",200,"19-Jul-13",200,"U",494,"ACRES","WF","FS","Doug Johnson","2","Type 2 Team","L","Lightning","Valley, ID",44.978889,115.258056,NA,NA,NA,"IDPAF","EB","Federal","USDA","FS","ID","PAF",15,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","Y","N",293,"W",123,73,73,6,6,6,24,"NW",202,58,53,9,5,6,"10","High","Extreme",NA,NA,"Federal","ID",NA,"E",13500,"G",6.20455776256869,"FS","1","0",2
