"","INCIDENT_ID_KS","KS_COMPLEX_NAME","COMPLEX_FLAG","LTFS_DAY","LTFS_FIRE","REPORT_YEAR","INCIDENT_NUMBER","ST_INCNUM","REPORT_DATE","REPORT_DOY","HOUR","INCIDENT_NAME","START_YEAR","START_DATE","START_DOY","START_DATE_CORRECTED","START_DOY_CORRECTED","STATUS","AREA","AREA_MEASUREMENT","TYPE_INC","SUPPRESSION_METHOD","IC_NAME","IMT_TYPE","IMT_TYPE_DESCRIPTION","CAUSE","CAUSE_DESCR","COUNTY","LATITUDE","LONGITUDE","LL_QC","UN_USTATE","UN_UNITID","NWCG_UNITID","GACC","UnitType","Department","Agency","OWNERSHIP_STATE","OWNERSHIP_UNITID","P_CONTAIN","PERCENT_MMA","EXP_CONTAIN","LINE_TO_BUILD","LINE_MEASUREMENT","EST_CONTROL","DEMOBE_START","CONTROLLED_DATE","INJURIES_TO_DATE","INJURIES","FATALITIES","EVACUATION_IN_PROGRESS","NO_EVACUATION","POTENTIAL","NO_LIKELY","C_WIND_SPEED","C_WIND_DIRECTION","C_TEMP","C_RH","F_WIND_SPEED","F_WIND_DIRECTION","F_TEMP","F_RH","PRIMARY_FUEL_MODEL","GROWTH_POTENTIAL","TERRAIN","GACC_PRIORITY","DISPATCH_PRIORITY"
"1","2011_ID-BOF-000464_CASTRO",NA,NA,1,NA,2011,"ID-BOF-000464","ID","29-Aug-11",241,1624,"CASTRO",2011,"04-Aug-11",216,"04-Aug-11",216,"U",279,"ACRES","WF","CC","REX MILLER","5","Type 4 IC","L","Lightning","BOISE",44.208611,115.3575,NA,"ID","BOF","IDBOF","EB","Federal","USDA","FS","ID","BOF",0,"M",NA,NA,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,10,"Extreme","Extreme",NA,1
"2","2011_ID-SCF-011175_SADDLE COMPLEX","SADDLE COMPLEX",1,1,NA,2011,"ID-SCF-011175","ID","29-Aug-11",241,1700,"SADDLE COMPLEX",2011,"18-Aug-11",230,"10-Aug-11",222,"U",11821,"ACRES","WF","PZ","Bob Houseman","1","Type 1 Team","L","Lightning","Lemhi",45.516667,114.510833,NA,"ID","SCF","IDSCF","EB","Federal","USDA","FS","ID","SCF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N","11","SW","77","21","10-15","SW","74","24",10,"High","Extreme",2,NA
"3","2011_WY-BTF-004_RED ROCK COMPLEX","RED ROCK COMPLEX",1,1,NA,2011,"WY-BTF-004","WY","29-Aug-11",241,1700,"RED ROCK",2011,"20-Aug-11",232,"20-Aug-11",232,"U",7048,"ACRES","WF","CC","Johnston","3","Type 3 Team","L","Lightning","Teton",43.562778,110.395278,NA,"WY","BTF","WYBTF","EB","Federal","USDA","FS","WY","BTF",279000,"M",NA,NA,"CHAINS",NA,NA,NA,1,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,10,"High","Medium",4,1
"4","2013_MT-HNF-00014_SWEATS COMPLEX","SWEATS COMPLEX",1,NA,NA,2013,"MT-HNF-00014","MT","21-May-13",141,1715,"SWEATS COMPLEX",2013,"16-May-13",136,"15-May-13",135,"F",457,"ACRES","WF","FS","Anthony Emacio","5","Type 4 IC","U","Under Investigation","Lewis & Clark",46.796667,111.776667,NA,NA,NA,"MTHNF","NR","Federal","USDA","FS","MT","HNF(MT-HDC)",100,"P","20-May-13",0,"CHAINS","27-May-13",NA,NA,1,NA,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,2,"Low","High",NA,NA
"5","2013_MT-SWS-000302_RUMSEY GULCH",NA,NA,NA,NA,2013,"MT-SWS-000302","MT","14-May-13",134,1000,"RUMSEY GULCH",2013,"13-May-13",133,"13-May-13",133,"I",400,"ACRES","WF","FS","Joe Brabender","4","Type 3 IC","U","Under Investigation","Granite",46.290833,113.283056,NA,NA,NA,"MTSWS","NR","State","MT","DNRC","MT","SWS",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"Y","N","Y","N","25","W","60-70","16-26","5-15","West","60-70","16-26",10,"Medium","High",NA,NA
"6","2013_MT-SWS-000302_RUMSEY GULCH",NA,NA,NA,NA,2013,"MT-SWS-000302","MT","14-May-13",134,1700,"RUMSEY GULCH",2013,"13-May-13",133,"13-May-13",133,"U",349,"ACRES","WF","FS","Joe Brabender","4","Type 3 IC","U","Under Investigation","Granite",46.290833,113.283056,NA,NA,NA,"MTSWS","NR","State","MT","DNRC","MT","SWS",20,"P",NA,20,"CHAINS",NA,NA,NA,0,NA,0,"N","N","N","N","20","W","60-70","15-25","5-10","West","60-70","15-25",10,"Medium","High",NA,NA
"7","2013_MT-SWS-000302_RUMSEY GULCH",NA,NA,NA,NA,2013,"MT-SWS-000302","MT","14-May-13",134,1720,"RUMSEY GULCH",2013,"13-May-13",133,"13-May-13",133,"U",349,"ACRES","WF","FS","Joe Brabender","4","Type 3 IC","U","Under Investigation","Granite",46.290833,113.283056,NA,NA,NA,"MTSWS","NR","State","MT","DNRC","MT","SWS",20,"P",NA,200,"CHAINS",NA,NA,NA,0,0,0,"Y","N","Y","N","20","W","60-70","15-25","5-10","West","60-70","15-25",10,"Medium","High",NA,NA
"8","2013_MT-SWS-000302_RUMSEY GULCH",NA,NA,NA,NA,2013,"MT-SWS-000302","MT","15-May-13",135,1145,"RUMSEY GULCH",2013,"13-May-13",133,"13-May-13",133,"U",NA,"ACRES","WF","FS","Joe Brabender","4","Type 3 IC","H","Human","Granite",46.290833,113.283056,NA,NA,NA,"MTSWS","NR","State","MT","DNRC","MT","SWS",NA,"P",NA,NA,"CHAINS",NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA
"9","2013_MT-HNF-00014_SWEATS COMPLEX","SWEATS COMPLEX",1,NA,NA,2013,"MT-HNF-00014","MT","15-May-13",135,1800,"SWEATS COMPLEX",2013,"15-May-13",135,"15-May-13",135,"I",231,"ACRES","WF","FS","Beagley","4","Type 3 IC","U","Under Investigation","Lewis & Clark",46.796667,111.776667,NA,NA,NA,"MTHNF","NR","Federal","USDA","FS","MT","HNF(MT-HDC)",0,"P",NA,0,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N","0-5","SW","67","18","15","east","60-65","25-30",2,"Medium","High",NA,NA
"10","2013_MT-SWS-000302_RUMSEY GULCH",NA,NA,NA,NA,2013,"MT-SWS-000302","MT","15-May-13",135,1810,"RUMSEY GULCH",2013,"13-May-13",133,"13-May-13",133,"U",349,"ACRES","WF","FS","Joe Brabender","4","Type 3 IC","H","Human","Granite",46.290833,113.283056,NA,NA,NA,"MTSWS","NR","State","MT","DNRC","MT","SWS",79,"P","20-May-13",NA,"CHAINS",NA,NA,NA,0,NA,0,"N","Y","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA
"11","2013_MT-HNF-00014_SWEATS COMPLEX","SWEATS COMPLEX",1,NA,NA,2013,"MT-HNF-00014","MT","16-May-13",136,1600,"SWEATS COMPLEX",2013,"16-May-13",136,"15-May-13",135,"U",457,"ACRES","WF","FS","Corey Buhl","4","Type 3 IC","U","Under Investigation","Lewis & Clark",46.796667,111.776667,NA,NA,NA,"MTHNF","NR","Federal","USDA","FS","MT","HNF(MT-HDC)",60,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","Y","10","E","67","31","15","NE","63","40",2,"Low","High",NA,NA
"12","2013_MT-SWS-000302_RUMSEY GULCH",NA,NA,NA,NA,2013,"MT-SWS-000302","MT","16-May-13",136,1715,"RUMSEY GULCH",2013,"13-May-13",133,"13-May-13",133,"U",349,"ACRES","WF","FS","Joe Brabender","4","Type 3 IC","H","Human","Granite",46.290833,113.283056,NA,NA,NA,"MTSWS","NR","State","MT","DNRC","MT","SWS",90,"P","20-May-13",NA,"CHAINS",NA,"16-May-13",NA,0,0,0,"N","Y","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA
"13","2013_MT-HNF-00014_SWEATS COMPLEX","SWEATS COMPLEX",1,NA,NA,2013,"MT-HNF-00014","MT","17-May-13",137,1745,"SWEATS COMPLEX",2013,"16-May-13",136,"15-May-13",135,"U",457,"ACRES","WF","FS","Matt Plagenz","4","Type 3 IC","U","Under Investigation","Lewis & Clark",46.796667,111.776667,NA,NA,NA,"MTHNF","NR","Federal","USDA","FS","MT","HNF(MT-HDC)",75,"P",NA,NA,"CHAINS",NA,NA,NA,1,1,0,"N","N","N","Y","10","S","52","45","10","NW","60","40",2,"Low","High",NA,NA
"14","2013_MT-HNF-00014_SWEATS COMPLEX","SWEATS COMPLEX",1,NA,NA,2013,"MT-HNF-00014","MT","18-May-13",138,1730,"SWEATS COMPLEX",2013,"16-May-13",136,"15-May-13",135,"U",457,"ACRES","WF","FS","Matt Plagenz","4","Type 3 IC","U","Under Investigation","Lewis & Clark",46.796667,111.776667,NA,NA,NA,"MTHNF","NR","Federal","USDA","FS","MT","HNF(MT-HDC)",95,"P",NA,NA,"CHAINS",NA,NA,NA,1,1,0,"N","N","N","Y","10","NW","65","39","7-12","W","60","58",2,"Low","High",NA,NA
"15","2013_MT-HNF-00014_SWEATS COMPLEX","SWEATS COMPLEX",1,NA,NA,2013,"MT-HNF-00014","MT","19-May-13",139,1745,"SWEATS COMPLEX",2013,"16-May-13",136,"15-May-13",135,"U",457,"ACRES","WF","FS","Anthony Emacio","5","Type 4 IC","U","Under Investigation","Lewis & Clark",46.796667,111.776667,NA,NA,NA,"MTHNF","NR","Federal","USDA","FS","MT","HNF(MT-HDC)",95,"P","20-May-13",0,"CHAINS",NA,NA,NA,1,0,0,"N","N","N","N","7","NW","59","51","0-5","NE","59-64","44-49",2,"Low","High",NA,NA
"16","2013_MT-HNF-00014_SWEATS COMPLEX","SWEATS COMPLEX",1,NA,NA,2013,"MT-HNF-00014","MT","20-May-13",140,1715,"SWEATS COMPLEX",2013,"16-May-13",136,"15-May-13",135,"U",NA,"ACRES","WF","FS","Anthony Emacio","5","Type 4 IC","U","Under Investigation","Lewis & Clark",46.796667,111.776667,NA,NA,NA,"MTHNF","NR","Federal","USDA","FS","MT","HNF(MT-HDC)",NA,"P","20-May-13",NA,"CHAINS",NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Low","High",NA,NA
"17","2013_MT-SWS-000302_RUMSEY GULCH",NA,NA,NA,NA,2013,"MT-SWS-000302","MT","23-May-13",143,830,"RUMSEY GULCH",2013,"13-May-13",133,"13-May-13",133,"F",349,"ACRES","WF","FS","Joe Brabender","4","Type 3 IC","H","Human","Granite",46.290833,113.283056,NA,NA,NA,"MTSWS","NR","State","MT","DNRC","MT","SWS",100,"P","19-May-13",NA,"CHAINS",NA,"16-May-13","19-May-13",0,NA,0,"N","Y","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA
"18","2013_ID-BOF-000422_FRAISER",NA,NA,NA,NA,2013,"ID-BOF-000422","ID","07-Jul-13",188,1530,"FRAISER",2013,"07-Jul-13",188,"07-Jul-13",188,"I",250,"ACRES","WF","FS","GOOD","4","Type 3 IC","H","Human","BOISE",44.094722,116.043333,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","Y","N",NA,NA,NA,NA,"8-10-24","SW","89","16",2,"High","High",1,1
"19","2013_ID-SCF-13110_BIRCH",NA,NA,NA,NA,2013,"ID-SCF-13110","ID","08-Jul-13",189,1815,"BIRCH",2013,"06-Jul-13",187,"06-Jul-13",187,"U",400,"ACRES","WF","FS","Jeff Schricker","4","Type 3 IC","L","Lightning","Lemhi",45.255278,114.323889,NA,NA,NA,"IDSCF","EB","Federal","USDA","FS","ID","SCF",50,"P",NA,NA,"CHAINS",NA,"11-Jul-13",NA,0,NA,0,"N","N","N","N","30","NW","92","17","3-5","W","94","12",5,"Medium","High",2,NA
"20","2013_ID-NPF-311_BAILEY",NA,NA,1,NA,2013,"ID-NPF-311","ID","15-Jul-13",196,1500,"BAILEY",2013,"14-Jul-13",195,"14-Jul-13",195,"I",5,"ACRES","WF","MM","n/a",NA,NA,"L","Lightning","Idaho",46.266389,114.891667,NA,NA,NA,"IDNPF","NR","Federal","USDA","FS","ID","NPF",0,"P","01-Dec-13",NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,NA
"21","2013_ID-NPF-000293_ROUGH CREEK",NA,NA,NA,NA,2013,"ID-NPF-000293","ID","15-Jul-13",196,1600,"ROUGH CREEK",2013,"12-Jul-13",193,"12-Jul-13",193,"U",2380,"ACRES","WF","FS","Josh Warden","4","Type 3 IC","L","Lightning","Idaho",45.4025,116.214167,NA,NA,NA,"IDNPF","NR","Federal","USDA","FS","ID","NPF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,NA,0,"N","N","Y","N","12","NNW","95","11","4-8","NE","97","17",1,"High","High",NA,NA
"22","2013_ID-BOD-000339_TURNER",NA,NA,NA,NA,2013,"ID-BOD-000339","ID","01-Jul-13",182,2030,"TURNER",2013,"01-Jul-13",182,"01-Jul-13",182,"I",300,"ACRES","WF","FS","RENZ","4","Type 3 IC","H","Human","ADA",43.5225,116.034167,NA,NA,NA,"IDBOD","EB","Federal","USDI","BLM","ID","BOD",20,"P","02-Jul-13",2,"MILES",NA,"02-Jul-13",NA,0,0,0,"N","Y","N","Y","18","VAR","111","12",NA,NA,NA,NA,1,"Medium","Extreme",NA,NA
"23","2013_ID-BOD-000339_TURNER",NA,NA,NA,NA,2013,"ID-BOD-000339","ID","02-Jul-13",183,1632,"TURNER",2013,"01-Jul-13",182,"01-Jul-13",182,"U",595,"ACRES","WF","FS","NICK YTURRI","4","Type 3 IC","H","Human","ADA",43.5225,116.034167,NA,NA,NA,"IDBDC","EB","Interagency",NA,NA,"ID","BDCI",80,"P","02-Jul-13",1,"MILES",NA,"02-Jul-13",NA,1,0,0,"N","N","N","Y","-15-18","NNW","107","14","3-7-15","NW","103","16",5,"Low","Extreme",6,1
"24","2013_ID-BOD-000339_TURNER",NA,NA,NA,NA,2013,"ID-BOD-000339","ID","03-Jul-13",184,1621,"TURNER",2013,"01-Jul-13",182,"01-Jul-13",182,"U",595,"ACRES","WF","FS","NICK YTURRI","4","Type 3 IC","H","Human","ADA",43.5225,116.034167,NA,NA,NA,"IDBDC","EB","Interagency",NA,NA,"ID","BDCI",100,"P","02-Jul-13",0,"MILES",NA,"02-Jul-13","03-Jul-13",1,0,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,5,"Low","Extreme",NA,NA
"25","2013_ID-BOD-000339_TURNER",NA,NA,NA,NA,2013,"ID-BOD-000339","ID","03-Jul-13",184,1700,"TURNER",2013,"01-Jul-13",182,"01-Jul-13",182,"F",595,"ACRES","WF","FS","NICK YTURRI","4","Type 3 IC","H","Human","ADA",43.5225,116.034167,NA,NA,NA,"IDBDC","EB","Interagency",NA,NA,"ID","BDCI",100,"P","02-Jul-13",0,"MILES",NA,"02-Jul-13","03-Jul-13",1,0,0,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,5,"Low","Extreme",NA,NA
"26","2013_WA-COA-070_RATTLESNAKE",NA,NA,NA,NA,2013,"WA-COA-070","WA","06-Jul-13",187,1320,"RATTLESNAKE",2013,"04-Jul-13",185,"04-Jul-13",185,"U",516,"ACRES","WF","FS","Sylvester","3","Type 3 Team","U","Under Investigation","Ferry",47.870833,118.445833,NA,NA,NA,"WACOA","NW","Federal","USDI","BIA","WA","COA",30,"P","07-Jul-13",160,"CHAINS","08-Jul-13","07-Jul-13",NA,1,0,0,"N","N","N","Y","6","W","75","36","2-5","Variable","81","24",2,"Low","Extreme",NA,NA
"27","2013_ID-MCS-000238_PARDEE",NA,NA,NA,NA,2013,"ID-MCS-000238","ID","10-Jul-13",191,1700,"PARDEE",2013,"08-Jul-13",189,"08-Jul-13",189,"U",288,"ACRES","WF","FS","Jeff Handel","4","Type 3 IC","L","Lightning","Idaho",46.300833,116.124167,NA,NA,NA,NA,"NR",NA,NA,NA,"ID","BLM",75,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,1,"N","N","Y","N","12","W","94","19","5-15","SW","87","25",10,"Medium","High",NA,NA
"28","2013_WA-COA-070_RATTLESNAKE",NA,NA,NA,NA,2013,"WA-COA-070","WA","05-Jul-13",186,1900,"RATTLESNAKE",2013,"04-Jul-13",185,"04-Jul-13",185,"I",518,"ACRES","WF","FS","Dustin Ensminger","5","Type 4 IC","H","Human","Ferry",47.870833,118.445833,NA,NA,NA,"WACOA","NW","Federal","USDI","BIA","WA","COA",0,"P",NA,NA,"CHAINS",NA,NA,NA,1,1,0,"N","N","N","N","2-5","W","80","23","5-7","N","87","20",2,"High","High",NA,NA
"29","2013_ID-SCF-13110_BIRCH",NA,NA,NA,NA,2013,"ID-SCF-13110","ID","06-Jul-13",187,1800,"BIRCH",2013,"06-Jul-13",187,"06-Jul-13",187,"I",400,"ACRES","WF","FS","Jeff Schricker","4","Type 3 IC","L","Lightning","Lemhi",45.255278,114.323889,NA,NA,NA,"IDSCF","EB","Federal","USDA","FS","ID","SCF",0,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","Y","N","N",NA,NA,NA,NA,"5-10","W","90","11",5,"High","High",NA,NA
"30","2013_WA-COA-070_RATTLESNAKE",NA,NA,NA,NA,2013,"WA-COA-070","WA","07-Jul-13",188,1600,"RATTLESNAKE",2013,"04-Jul-13",185,"04-Jul-13",185,"U",700,"ACRES","WF","FS","Buck Sylvester","3","Type 3 Team","U","Under Investigation","Ferry",47.870833,118.445833,NA,NA,NA,"WACOA","NW","Federal","USDI","BIA","WA","COA",60,"P","07-Jul-13",160,"CHAINS","08-Jul-13","07-Jul-13",NA,1,0,0,"N","N","N","Y","4","SW","84","22","5-8","N","79","30",2,"Low","Extreme",NA,NA
"31","2013_ID-SCF-13110_BIRCH",NA,NA,NA,NA,2013,"ID-SCF-13110","ID","07-Jul-13",188,1800,"BIRCH",2013,"06-Jul-13",187,"06-Jul-13",187,"U",400,"ACRES","WF","FS","Jeff Schricker","4","Type 3 IC","L","Lightning","Lemhi",45.255278,114.323889,NA,NA,NA,"IDSCF","EB","Federal","USDA","FS","ID","SCF",30,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N","30","SW","89","12",NA,NA,NA,NA,5,"High","High",2,NA
"32","2013_WA-COA-070_RATTLESNAKE",NA,NA,NA,NA,2013,"WA-COA-070","WA","08-Jul-13",189,1600,"RATTLESNAKE",2013,"04-Jul-13",185,"04-Jul-13",185,"F",600,"ACRES","WF","FS","Buck Sylvester","3","Type 3 Team","U","Under Investigation","Ferry",47.875,118.450556,NA,NA,NA,"WACOA","NW","Federal","USDI","BIA","WA","COA",100,"P","07-Jul-13",0,"CHAINS","08-Jul-13","07-Jul-13",NA,2,NA,0,"N","N","N","Y","2-4","SW","84","22","6-10","S","85","24-25",2,"Low","Extreme",NA,NA
"33","2013_ID-BOF-000422_FRAISER",NA,NA,NA,NA,2013,"ID-BOF-000422","ID","08-Jul-13",189,1730,"FRAISER",2013,"07-Jul-13",188,"07-Jul-13",188,"U",256.6,"ACRES","WF","FS","GOOD","4","Type 3 IC","H","Human","BOISE",44.094722,116.043333,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",40,"P","10-Jul-13",NA,"CHAINS",NA,"12-Jul-13",NA,0,1,0,"N","N","N","Y","17-20","SSW","94","18","8-16","W","88-91","25-19",10,"Low","High",1,1
"34","2013_ID-MCS-000238_PARDEE",NA,NA,NA,NA,2013,"ID-MCS-000238","ID","09-Jul-13",190,1400,"PARDEE",2013,"08-Jul-13",189,"08-Jul-13",189,"I",235,"ACRES","WF","FS","Dave Schwartz","4","Type 3 IC","L","Lightning","Idaho",46.300833,116.124167,NA,NA,NA,NA,"NR",NA,NA,NA,"ID","BLM",75,"P",NA,NA,"CHAINS",NA,NA,NA,NA,NA,1,"N","N","N","Y",NA,NA,NA,NA,"5-7","NW","95",NA,10,"Medium","High",NA,NA
"35","2013_ID-BOF-000422_FRAISER",NA,NA,NA,NA,2013,"ID-BOF-000422","ID","09-Jul-13",190,1800,"FRAISER",2013,"07-Jul-13",188,"07-Jul-13",188,"F",257,"ACRES","WF","FS","GOOD","4","Type 3 IC","H","Human","BOISE",44.094722,116.043333,NA,NA,NA,"IDBOF","EB","Federal","USDA","FS","ID","BOF",100,"P","09-Jul-13",NA,"CHAINS","13-Jul-13","09-Jul-13",NA,1,0,0,"N","N","N","Y","9","S","97","13","8-11-15","SW","90-94","14-17",10,"Low","High",NA,NA
"36","2013_ID-MCS-000238_PARDEE",NA,NA,NA,NA,2013,"ID-MCS-000238","ID","09-Jul-13",190,1800,"PARDEE",2013,"08-Jul-13",189,"08-Jul-13",189,"I",258,"ACRES","WF","FS","Jeff Handel","4","Type 3 IC","L","Lightning","Idaho",46.300833,116.124167,NA,NA,NA,NA,"NR",NA,NA,NA,"ID","BLM",75,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,1,"N","N","Y","N","10","W","93","20","5-7","W","95","20",10,"Low","High",NA,NA
"37","2013_ID-SCF-13110_BIRCH",NA,NA,NA,NA,2013,"ID-SCF-13110","ID","09-Jul-13",190,1815,"BIRCH",2013,"06-Jul-13",187,"06-Jul-13",187,"U",316,"ACRES","WF","FS","Jeff Schricker","4","Type 3 IC","L","Lightning","Lemhi",45.255278,114.323889,NA,NA,NA,"IDSCF","EB","Federal","USDA","FS","ID","SCF",75,"P",NA,0,"CHAINS",NA,"10-Jul-13",NA,0,0,0,"N","N","N","N","16","W","90","13","7-12","SW","93","10",5,"Medium","High",NA,NA
"38","2013_ID-NPF-000293_ROUGH CREEK",NA,NA,NA,NA,2013,"ID-NPF-000293","ID","14-Jul-13",195,1730,"ROUGH CREEK",2013,"12-Jul-13",193,"12-Jul-13",193,"U",1500,"ACRES","WF","FS","Warden","4","Type 3 IC","L","Lightning","Idaho",45.4025,116.214167,NA,NA,NA,"IDNPF","NR","Federal","USDA","FS","ID","NPF",0,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","N","N","15","SW","98","11","7-12","SW","95","9",1,"High","High",NA,NA
"39","2013_ID-PAF-013040_THUNDER CITY",NA,NA,NA,NA,2013,"ID-PAF-013040","ID","24-Jul-13",205,1600,"THUNDER CITY",2013,"19-Jul-13",200,"19-Jul-13",200,"U",494,"ACRES","WF","FS","Doug Johnson","2","Type 2 Team","L","Lightning","Valley, ID",44.978889,115.258056,NA,NA,NA,"IDPAF","EB","Federal","USDA","FS","ID","PAF",15,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"N","N","Y","N","W3-5-8","W","82","12","6-10","NW","77","12",10,"High","Extreme",NA,NA
"40","2013_ID-SCF-13165_LODGEPOLE",NA,NA,NA,NA,2013,"ID-SCF-13165","ID","26-Jul-13",207,1800,"LODGEPOLE",2013,"20-Jul-13",201,"20-Jul-13",201,"U",7598,"ACRES","WF","FS","Marty Adell","2","Type 2 Team","L","Lightning","Custer",44.528333,114.4575,NA,NA,NA,"IDSCF","EB","Federal","USDA","FS","ID","SCF",10,"P",NA,NA,"CHAINS",NA,NA,NA,0,0,0,"Y","N","Y","N","15-35","NW","87","13","20-30","WSW","84","16",10,"High","High",3,NA
"41","2013_ID-SCF-13110_BIRCH",NA,NA,NA,NA,2013,"ID-SCF-13110","ID","10-Jul-13",191,1800,"BIRCH",2013,"06-Jul-13",187,"06-Jul-13",187,"F",316,"ACRES","WF","FS","Jeff Schricker","4","Type 3 IC","L","Lightning","Lemhi",45.255278,114.323889,NA,NA,NA,"IDSCF","EB","Federal","USDA","FS","ID","SCF",100,"P","10-Jul-13",0,"CHAINS",NA,"10-Jul-13",NA,0,0,0,"N","N","N","N","23","S","96","10","10-15","SW","85","15",5,"Low","High",4,NA
"42","2013_ID-SCF-13120_PAPOOSE",NA,NA,1,NA,2013,"ID-SCF-13120","ID","10-Jul-13",191,1925,"PAPOOSE",2013,"08-Jul-13",189,"08-Jul-13",189,"I",348,"ACRES","WF","PZ","Riley Rhodes","5","Type 4 IC","L","Lightning","Valley",45.199722,114.741111,NA,NA,NA,"IDSCF","EB","Federal","USDA","FS","ID","SCF",0,"P",NA,NA,"CHAINS",NA,"05-Sep-13",NA,NA,NA,NA,"N","N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,NA
"43","2013_ID-STF-000181_LEGGIT",NA,NA,1,NA,2013,"ID-STF-000181","ID","11-Jul-13",192,1743,"LEGGIT",2013,"03-Jul-13",184,"03-Jul-13",184,"I",25,"ACRES","WF","MM","Bill Murphy","4","Type 3 IC","L","Lightning","Elmore",43.799167,115.0575,NA,NA,NA,"IDSTF","EB","Federal","USDA","FS","ID","STF",0,"P","18-Jul-13",NA,"CHAINS","22-Jul-13",NA,NA,NA,0,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,10,"Medium","High",NA,1
"44","2013_ID-STF-000191_GREYLOCK",NA,NA,1,NA,2013,"ID-STF-000191","ID","11-Jul-13",192,1750,"GREYLOCK",2013,"04-Jul-13",185,"04-Jul-13",185,"I",0.1,"ACRES","WF","MM","Bill Murphy","4","Type 3 IC","L","Lightning","Elmore",43.844167,115.117778,NA,NA,NA,"IDSTF","EB","Federal","USDA","FS","ID","STF",100,"P","11-Jul-13",NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,10,"Low","High",8,4
"45","2013_ID-STF-000190_BLIZZARD MTN",NA,NA,1,NA,2013,"ID-STF-000190","ID","11-Jul-13",192,1754,"BLIZZARD MTN",2013,"03-Jul-13",184,"03-Jul-13",184,"I",0.1,"ACRES","WF","MM","Bill Murphy","4","Type 3 IC","L","Lightning","Elmore",43.866111,115.078889,NA,NA,NA,"IDSTF","EB","Federal","USDA","FS","ID","STF",100,"P","11-Jul-13",NA,"CHAINS",NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,10,"Low","High",7,3
"46","2013_ID-MCS-000238_PARDEE",NA,NA,NA,NA,2013,"ID-MCS-000238","ID","11-Jul-13",192,1800,"PARDEE",2013,"08-Jul-13",189,"08-Jul-13",189,"U",288,"ACRES","WF","FS","Jeff Handel","4","Type 3 IC","L","Lightning","Idaho",46.300833,116.124167,NA,NA,NA,NA,"NR",NA,NA,NA,"ID","BLM",90,"P","12-Jul-13",0,"CHAINS",NA,"12-Jul-13",NA,0,0,1,"N","N","N","Y","10-12","UPSLOPE","85","25","10-20","W","85","35",10,"Low","High",1,NA
"47","2013_ID-SCF-13120_PAPOOSE",NA,NA,1,NA,2013,"ID-SCF-13120","ID","11-Jul-13",192,1845,"PAPOOSE",2013,"08-Jul-13",189,"08-Jul-13",189,"U",1130,"ACRES","WF","PZ","Riley Rhodes","5","Type 4 IC","L","Lightning","Valley",45.199722,114.741111,NA,NA,NA,"IDSCF","EB","Federal","USDA","FS","ID","SCF",0,"P",NA,NA,"CHAINS",NA,"05-Sep-13",NA,NA,NA,NA,"N","N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,5,"High","Extreme",1,NA
