INCIDENT_ID_KS,KS_COMPLEX_NAME,COMPLEX_FLAG,LTFS_DAY,LTFS_FIRE,REPORT_YEAR,INCIDENT_NUMBER,ST_INCNUM,REPORT_DATE,REPORT_DOY,HOUR,INCIDENT_NAME,START_YEAR,START_DATE,START_DOY,START_DATE_CORRECTED,START_DOY_CORRECTED,STATUS,AREA,AREA_MEASUREMENT,TYPE_INC,SUPPRESSION_METHOD,IC_NAME,IMT_TYPE,IMT_TYPE_DESCRIPTION,CAUSE,CAUSE_DESCR,COUNTY,LATITUDE,LONGITUDE,LL_QC,UN_USTATE,UN_UNITID,NWCG_UNITID,GACC,UnitType,Department,Agency,OWNERSHIP_STATE,OWNERSHIP_UNITID,P_CONTAIN,PERCENT_MMA,EXP_CONTAIN,LINE_TO_BUILD,LINE_MEASUREMENT,EST_CONTROL,DEMOBE_START,CONTROLLED_DATE,INJURIES_TO_DATE,INJURIES,FATALITIES,EVACUATION_IN_PROGRESS,NO_EVACUATION,POTENTIAL,NO_LIKELY,C_WIND_SPEED,C_WIND_DIRECTION,C_TEMP,C_RH,F_WIND_SPEED,F_WIND_DIRECTION,F_TEMP,F_RH,PRIMARY_FUEL_MODEL,GROWTH_POTENTIAL,TERRAIN,GACC_PRIORITY,DISPATCH_PRIORITY,FAT,UNIT_TYPE,ST_INC,ST_UNIT
2010_ID-NPF-000325_CHAIN,NA,NA,1,NA,2010,ID-NPF-000325,ID,23-Sep-10,266,1442,CHAIN,2010,5-Aug-10,217,5-Aug-10,217,U,1,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,46.343056,114.92,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,Medium,Medium,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000325_CHAIN,NA,NA,1,NA,2010,ID-NPF-000325,ID,30-Sep-10,273,1453,CHAIN,2010,5-Aug-10,217,5-Aug-10,217,F,1,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,46.343056,114.92,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,100,P,30-Sep-10,NA,CHAINS,30-Sep-10,NA,30-Sep-10,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,Medium,Medium,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000326_ARCHER,NA,NA,1,NA,2010,ID-NPF-000326,ID,6-Aug-10,218,1620,ARCHER,2010,5-Aug-10,217,5-Aug-10,217,I,1,ACRES,WF,CC,Mike Ward,5,Type 4 IC,L,Lightning,Idaho,45.9025,114.917222,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,0,CHAINS,NA,NA,NA,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000326_ARCHER,NA,NA,1,NA,2010,ID-NPF-000326,ID,17-Aug-10,229,1055,ARCHER,2010,5-Aug-10,217,5-Aug-10,217,U,1,ACRES,WF,CC,Mike Ward,5,Type 4 IC,L,Lightning,Idaho,45.9025,114.917222,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000326_ARCHER,NA,NA,1,NA,2010,ID-NPF-000326,ID,19-Aug-10,231,1421,ARCHER,2010,5-Aug-10,217,5-Aug-10,217,U,1,ACRES,WF,CC,Mike Ward,5,Type 4 IC,L,Lightning,Idaho,45.9025,114.917222,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,0,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000326_ARCHER,NA,NA,1,NA,2010,ID-NPF-000326,ID,26-Aug-10,238,1717,ARCHER,2010,5-Aug-10,217,5-Aug-10,217,U,1,ACRES,WF,CC,Mike Ward,5,Type 4 IC,L,Lightning,Idaho,45.9025,114.917222,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,0,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000326_ARCHER,NA,NA,1,NA,2010,ID-NPF-000326,ID,2-Sep-10,245,1144,ARCHER,2010,5-Aug-10,217,5-Aug-10,217,U,1,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.9025,114.917222,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,0,CHAINS,NA,NA,NA,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000326_ARCHER,NA,NA,1,NA,2010,ID-NPF-000326,ID,9-Sep-10,252,1528,ARCHER,2010,5-Aug-10,217,5-Aug-10,217,U,1,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.9025,114.917222,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000326_ARCHER,NA,NA,1,NA,2010,ID-NPF-000326,ID,16-Sep-10,259,1359,ARCHER,2010,5-Aug-10,217,5-Aug-10,217,U,1,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.9025,114.917222,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000326_ARCHER,NA,NA,1,NA,2010,ID-NPF-000326,ID,23-Sep-10,266,1444,ARCHER,2010,5-Aug-10,217,5-Aug-10,217,U,1,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.9025,114.917222,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000326_ARCHER,NA,NA,1,NA,2010,ID-NPF-000326,ID,30-Sep-10,273,1456,ARCHER,2010,5-Aug-10,217,5-Aug-10,217,F,1,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.9025,114.917222,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,100,P,30-Sep-10,NA,CHAINS,30-Sep-10,NA,30-Sep-10,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000348_SPARROW,NA,NA,1,NA,2010,ID-NPF-000348,ID,6-Aug-10,218,1615,SPARROW,2010,6-Aug-10,218,6-Aug-10,218,I,1,ACRES,WF,CC,Mike Ward,5,Type 4 IC,L,Lightning,Idaho,45.908889,115.230278,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,0,CHAINS,NA,NA,NA,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,High,Medium,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000348_SPARROW,NA,NA,1,NA,2010,ID-NPF-000348,ID,17-Aug-10,229,1100,SPARROW,2010,6-Aug-10,218,6-Aug-10,218,U,1,ACRES,WF,CC,Mike Ward,5,Type 4 IC,L,Lightning,Idaho,45.908889,115.230278,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,High,Medium,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000348_SPARROW,NA,NA,1,NA,2010,ID-NPF-000348,ID,19-Aug-10,231,1434,SPARROW,2010,6-Aug-10,218,6-Aug-10,218,U,1,ACRES,WF,CC,Mike Ward,5,Type 4 IC,L,Lightning,Idaho,45.908889,115.230278,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,0,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,High,Medium,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000348_SPARROW,NA,NA,1,NA,2010,ID-NPF-000348,ID,26-Aug-10,238,1719,SPARROW,2010,6-Aug-10,218,6-Aug-10,218,U,1,ACRES,WF,CC,Mike Ward,5,Type 4 IC,L,Lightning,Idaho,45.908889,115.230278,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,0,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,High,Medium,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000348_SPARROW,NA,NA,1,NA,2010,ID-NPF-000348,ID,2-Sep-10,245,1146,SPARROW,2010,6-Aug-10,218,6-Aug-10,218,U,1,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.908889,115.230278,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,0,CHAINS,NA,NA,NA,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,High,Medium,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000348_SPARROW,NA,NA,1,NA,2010,ID-NPF-000348,ID,9-Sep-10,252,1530,SPARROW,2010,6-Aug-10,218,6-Aug-10,218,U,1,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.908889,115.230278,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,High,Medium,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000348_SPARROW,NA,NA,1,NA,2010,ID-NPF-000348,ID,16-Sep-10,259,1404,SPARROW,2010,6-Aug-10,218,6-Aug-10,218,U,1,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.908889,115.230278,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,High,Medium,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000348_SPARROW,NA,NA,1,NA,2010,ID-NPF-000348,ID,23-Sep-10,266,1446,SPARROW,2010,6-Aug-10,218,6-Aug-10,218,U,1,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.908889,115.230278,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,High,Medium,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000348_SPARROW,NA,NA,1,NA,2010,ID-NPF-000348,ID,30-Sep-10,273,1501,SPARROW,2010,6-Aug-10,218,6-Aug-10,218,F,1,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.908889,115.230278,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,100,P,30-Sep-10,NA,CHAINS,30-Sep-10,NA,30-Sep-10,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,High,Medium,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000385_JAKE,NA,NA,1,NA,2010,ID-NPF-000385,ID,9-Aug-10,221,1119,JAKE,2010,8-Aug-10,220,8-Aug-10,220,I,0,ACRES,WF,CC,Stu Hoyt,E,SOPL,L,Lightning,Idaho,46.138611,114.954444,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,Federal,ID,ID
2010_ID-NPF-000385_JAKE,NA,NA,1,NA,2010,ID-NPF-000385,ID,10-Nov-10,314,1131,JAKE,2010,8-Aug-10,220,8-Aug-10,220,F,0,ACRES,WF,CC,Stu Hoyt,E,SOPL,L,Lightning,Idaho,46.138611,114.954444,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,100,P,NA,NA,CHAINS,NA,NA,30-Sep-10,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,Federal,ID,ID
2010_ID-NPF-000456_DOUBLE CREEK,NA,NA,1,NA,2010,ID-NPF-000456,ID,26-Aug-10,238,1728,DOUBLE CREEK,2010,18-Aug-10,230,18-Aug-10,230,I,8,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,46.231667,114.838333,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,0,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,Federal,ID,ID
2010_ID-NPF-000456_DOUBLE CREEK,NA,NA,1,NA,2010,ID-NPF-000456,ID,2-Sep-10,245,1149,DOUBLE CREEK,2010,18-Aug-10,230,18-Aug-10,230,U,120,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,46.231667,114.838333,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,0,CHAINS,NA,NA,NA,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000456_DOUBLE CREEK,NA,NA,1,NA,2010,ID-NPF-000456,ID,9-Sep-10,252,1533,DOUBLE CREEK,2010,18-Aug-10,230,18-Aug-10,230,U,120,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,46.231667,114.838333,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000456_DOUBLE CREEK,NA,NA,1,NA,2010,ID-NPF-000456,ID,16-Sep-10,259,1411,DOUBLE CREEK,2010,18-Aug-10,230,18-Aug-10,230,U,120,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,46.231667,114.838333,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000456_DOUBLE CREEK,NA,NA,1,NA,2010,ID-NPF-000456,ID,23-Sep-10,266,1448,DOUBLE CREEK,2010,18-Aug-10,230,18-Aug-10,230,U,120,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,46.231667,114.838333,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000456_DOUBLE CREEK,NA,NA,1,NA,2010,ID-NPF-000456,ID,30-Sep-10,273,1503,DOUBLE CREEK,2010,18-Aug-10,230,18-Aug-10,230,U,142,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,46.231667,114.838333,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000456_DOUBLE CREEK,NA,NA,1,NA,2010,ID-NPF-000456,ID,7-Oct-10,280,1300,DOUBLE CREEK,2010,18-Aug-10,230,18-Aug-10,230,U,142,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,46.231667,114.838333,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000456_DOUBLE CREEK,NA,NA,1,NA,2010,ID-NPF-000456,ID,14-Oct-10,287,1030,DOUBLE CREEK,2010,18-Aug-10,230,18-Aug-10,230,U,142,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,46.231667,114.838333,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000456_DOUBLE CREEK,NA,NA,1,NA,2010,ID-NPF-000456,ID,21-Oct-10,294,1508,DOUBLE CREEK,2010,18-Aug-10,230,18-Aug-10,230,F,142,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,46.231667,114.838333,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,100,P,21-Oct-10,0,CHAINS,21-Oct-10,NA,21-Oct-10,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000493_LITTLE BOULDER,NA,NA,1,NA,2010,ID-NPF-000493,ID,27-Aug-10,239,1420,LITTLE BOULDER,2010,26-Aug-10,238,26-Aug-10,238,I,57,ACRES,WF,CC,D. Graves,NA,NA,L,Lightning,Idaho,45.933889,115.310833,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,6-Sep-10,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,Medium,High,NA,NA,NA,Federal,ID,ID
2010_ID-NPF-000493_LITTLE BOULDER,NA,NA,1,NA,2010,ID-NPF-000493,ID,2-Sep-10,245,1151,LITTLE BOULDER,2010,26-Aug-10,238,26-Aug-10,238,U,140,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.933889,115.310833,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,6-Sep-10,NA,CHAINS,NA,NA,NA,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000493_LITTLE BOULDER,NA,NA,1,NA,2010,ID-NPF-000493,ID,9-Sep-10,252,1535,LITTLE BOULDER,2010,26-Aug-10,238,26-Aug-10,238,U,140,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.933889,115.310833,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,6-Sep-10,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000493_LITTLE BOULDER,NA,NA,1,NA,2010,ID-NPF-000493,ID,16-Sep-10,259,1413,LITTLE BOULDER,2010,26-Aug-10,238,26-Aug-10,238,U,140,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.933889,115.310833,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,6-Sep-10,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000493_LITTLE BOULDER,NA,NA,1,NA,2010,ID-NPF-000493,ID,23-Sep-10,266,1450,LITTLE BOULDER,2010,26-Aug-10,238,26-Aug-10,238,U,140,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.933889,115.310833,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,6-Sep-10,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000493_LITTLE BOULDER,NA,NA,1,NA,2010,ID-NPF-000493,ID,23-Sep-10,266,1452,LITTLE BOULDER,2010,26-Aug-10,238,26-Aug-10,238,U,140,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.933889,115.310833,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,6-Sep-10,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000493_LITTLE BOULDER,NA,NA,1,NA,2010,ID-NPF-000493,ID,30-Sep-10,273,1505,LITTLE BOULDER,2010,26-Aug-10,238,26-Aug-10,238,U,161,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.933889,115.310833,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,6-Sep-10,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000493_LITTLE BOULDER,NA,NA,1,NA,2010,ID-NPF-000493,ID,7-Oct-10,280,1300,LITTLE BOULDER,2010,26-Aug-10,238,26-Aug-10,238,U,161,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.933889,115.310833,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,6-Sep-10,NA,CHAINS,NA,NA,NA,0,0,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000493_LITTLE BOULDER,NA,NA,1,NA,2010,ID-NPF-000493,ID,14-Oct-10,287,1028,LITTLE BOULDER,2010,26-Aug-10,238,26-Aug-10,238,U,161,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.933889,115.310833,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,6-Sep-10,NA,CHAINS,NA,NA,NA,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000493_LITTLE BOULDER,NA,NA,1,NA,2010,ID-NPF-000493,ID,21-Oct-10,294,1510,LITTLE BOULDER,2010,26-Aug-10,238,26-Aug-10,238,F,161,ACRES,WF,CC,Doug Graves,5,Type 4 IC,L,Lightning,Idaho,45.933889,115.310833,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,100,P,6-Sep-10,0,CHAINS,21-Oct-10,NA,21-Oct-10,0,NA,0,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,Medium,High,NA,NA,0,Federal,ID,ID
2010_ID-NPF-000501_SADDLE,NA,NA,1,NA,2010,ID-NPF-000501,ID,27-Aug-10,239,1437,SADDLE,2010,26-Aug-10,238,26-Aug-10,238,I,2,ACRES,WF,CC,J. Bransford,NA,NA,L,Lightning,NA,45.635556,115.001389,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Federal,ID,ID
2010_ID-NPF-000501_SADDLE,NA,NA,1,NA,2010,ID-NPF-000501,ID,2-Sep-10,245,1435,SADDLE,2010,26-Aug-10,238,26-Aug-10,238,U,2,ACRES,WF,CC,J. Bransford,5,Type 4 IC,L,Lightning,Idaho,45.635556,115.001389,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,NA,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Federal,ID,ID
2010_ID-NPF-000501_SADDLE,NA,NA,1,NA,2010,ID-NPF-000501,ID,16-Sep-10,259,1230,SADDLE,2010,26-Aug-10,238,26-Aug-10,238,U,15,ACRES,WF,CC,J. Bransford,5,Type 4 IC,L,Lightning,Idaho,45.635556,115.001389,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,0,P,30-Oct-10,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Federal,ID,ID
2010_ID-NPF-000501_SADDLE,NA,NA,1,NA,2010,ID-NPF-000501,ID,23-Sep-10,266,1400,SADDLE,2010,26-Aug-10,238,26-Aug-10,238,U,15,ACRES,WF,CC,J. Bransford,5,Type 4 IC,L,Lightning,Idaho,45.635556,115.001389,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,100,P,30-Oct-10,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Federal,ID,ID
2010_ID-NPF-000501_SADDLE,NA,NA,1,NA,2010,ID-NPF-000501,ID,30-Sep-10,273,1115,SADDLE,2010,26-Aug-10,238,26-Aug-10,238,U,15,ACRES,WF,CC,J. Bransford,5,Type 4 IC,L,Lightning,Idaho,45.635556,115.001389,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,100,P,30-Oct-10,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Federal,ID,ID
2010_ID-NPF-000501_SADDLE,NA,NA,1,NA,2010,ID-NPF-000501,ID,7-Oct-10,280,1242,SADDLE,2010,26-Aug-10,238,26-Aug-10,238,U,5,ACRES,WF,CC,J. Bransford,5,Type 4 IC,L,Lightning,Idaho,45.635556,115.001389,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,30,P,30-Oct-10,NA,CHAINS,NA,NA,NA,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Federal,ID,ID
2010_ID-NPF-000501_SADDLE,NA,NA,1,NA,2010,ID-NPF-000501,ID,8-Oct-10,281,1506,SADDLE,2010,26-Aug-10,238,26-Aug-10,238,F,35,ACRES,WF,CC,J. Bransford,5,Type 4 IC,L,Lightning,Idaho,45.635556,115.001389,NA,ID,NPF,IDNPF,NR,Federal,USDA,FS,ID,NPF,100,P,30-Oct-10,NA,CHAINS,8-Oct-10,NA,17-Sep-10,NA,NA,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Federal,ID,ID
